"sum_cost","num_fire_incd","num_prop_sales","num_streets","num_walk_scores","num_reports","num_near_misses","median_sale_price.imputed","max_sale_price.imputed","mean_walk_score.imputed","min_walk_score.imputed","max_walk_score.imputed","sum_lane_cnt.imputed","sum_width.imputed","sum_area.imputed","categoryagricultural","categorycommercial","categoryindustrial","categorypublicly.owned","categorypublic.utilities","categoryresidential"
0,0,2,4,0,0,0,244000,291000,46,44,48,24,235,176791,0,0,0,0,0,1
0,0,10,38,1,0,0,418000,489900,71,71,71,75,844,306884,0,0,0,0,0,1
0,0,61,92,3,3,0,232500,732000,59,59,59,197,1927,473055,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,17,6,0,0,0,50000,1e+05,46,44,48,20,214,61062,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,4,36,21302,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,19,43,3,1,0,20000,426000,20,14,31,68,784,721321,0,0,0,0,0,1
0,0,12,0,1,0,0,1007500,2700000,19,19,19,53,563,284640,0,0,0,0,0,1
0,0,0,21,0,0,0,82700,323000,46,44,48,42,483,540729,NA,NA,NA,NA,NA,NA
0,0,0,11,0,0,0,82700,323000,46,44,48,22,253,283239,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,0,0,0,0,925000,925000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.046,0,15,11,0,3,0,307000,1025000,46,44,48,75,748,1390626,0,0,0,0,0,1
0.445,8,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,22,2,1,0,0,131500,315000,47,47,47,4,49,16513,0,0,0,0,0,1
0,0,15,4,1,0,0,210000,293000,54,54,54,8,98,52686,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,3,10,0,0,0,70000,250000,46,44,48,42,423,288680,0,0,1,0,0,0
0,0,8,31,0,0,0,1027000,1700000,46,44,48,124,1131,1454223,0,0,1,0,0,0
0,0,3,17,0,0,0,150000,2e+05,46,44,48,66,600,802295,0,0,1,0,0,0
0,0,4,18,0,0,0,587500,1250000,46,44,48,72,648,511338,0,1,0,0,0,0
1.103,11,33,32,1,1,0,66000,635000,49,49,49,80,912,791792,0,0,0,0,0,1
0,0,6,0,0,0,0,4500000,4500000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,28,6,1,0,0,4500000,4500000,16,16,16,26,254,486808,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,3,0,1,0,0,1435000,2550000,25,25,25,53,563,284640,0,0,0,0,0,1
0,0,6,52,1,0,0,1200000,2070000,34,34,34,140,1376,809834,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,3,0,0,0,82700,323000,46,44,48,9,90,135331,NA,NA,NA,NA,NA,NA
0,0,8,24,2,0,0,606200,1350000,44.5,30,59,123,1282,885708,0,0,0,0,0,1
0,0,4,66,0,0,0,1195750,1750000,46,44,48,432,4348,8315079,0,0,0,0,0,1
0,0,17,55,1,1,0,172600,330000,42,42,42,248,2580,3690944,0,0,0,0,0,1
0,0,26,55,2,1,0,128250,265000,48.5,47,50,337,3382,6229236,0,0,0,0,0,1
0,0,0,2,0,0,0,82700,323000,46,44,48,6,50,20956,NA,NA,NA,NA,NA,NA
0,0,0,149,1,0,0,82700,323000,47,47,47,592,6334,4179618,NA,NA,NA,NA,NA,NA
0.304,0,6,43,0,0,0,132118.5,1323000,46,44,48,211,2282,1976616,0,1,0,0,0,0
1.407,0,3,13,0,0,0,10000,40000,46,44,48,51,546,215541,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.244,0,5,36,0,2,0,62000,330000,46,44,48,72,864,1386108,0,1,0,0,0,0
0,0,67,21,1,0,0,62900,242000,61,61,61,60,562,397575,0,1,0,0,0,0
0,0,16,31,0,0,0,52500,124000,46,44,48,70,755,411439,0,0,0,0,0,1
0,0,23,8,1,0,0,143000,1700000,57,57,57,24,250,160934,0,0,1,0,0,0
0.445,0,9,29,0,0,0,175000,1475900,46,44,48,60,713,545074,0,1,0,0,0,0
13.695,0,16,52,1,0,0,4e+05,1250000,61,61,61,180,1857,1079250,0,1,0,0,0,0
10.082,0,39,39,1,0,0,54000,587589,57,57,57,96,1265,632059,0,1,0,0,0,0
1.103,0,65,28,3,0,0,45000,587589,52,46,55,42,1208,292152,0,0,0,0,0,1
0,0,14,3,0,0,0,59000,109000,46,44,48,6,74,27945,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,2,24,3297,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,54,7,3,0,0,100625,4500000,16.6666666666667,14,18,18,177,176781,0,0,0,0,0,1
0,0,0,4,0,3,0,82700,323000,46,44,48,20,196,632248,NA,NA,NA,NA,NA,NA
0,2,6,0,4,0,0,1382500,2650000,23.5,4,30,53,563,284640,0,0,0,0,0,1
0,0,5,51,1,0,0,890000,1335000,34,34,34,119,1292,734655,0,0,0,0,0,1
0,0,1,4,1,0,0,470000,470000,43,43,43,8,96,49320,0,0,0,0,0,1
0.141,0,38,68,1,0,0,320000,1650000,51,51,51,277,2922,1063360,0,0,0,0,0,1
0,0,13,10,1,0,0,436000,854000,47,47,47,45,460,272157,0,0,0,0,0,1
0,0,7,6,1,0,0,668000,1200000,54,54,54,16,177,38014,0,0,0,0,0,1
0,0,7,54,1,0,0,450000,868525,46,46,46,86,1072,604025,0,0,0,0,0,1
0,0,43,43,4,3,0,255000,1212000,42.5,39,46,126,1195,497795,0,0,0,0,0,1
0,0,1,90,0,1,0,835000,835000,46,44,48,358,6207,1635047,0,1,0,0,0,0
0,0,9,63,1,0,0,53000,124000,52,52,52,195,2073,621490,0,0,0,0,0,1
0,0,3,26,0,0,0,166667,1323000,46,44,48,105,1138,742005,0,1,0,0,0,0
0,0,12,69,0,0,0,217602.5,350000,46,44,48,278,2843,910222,0,0,0,0,0,1
0.141,0,0,3,1,0,0,82700,323000,6,6,6,13,136,64635,NA,NA,NA,NA,NA,NA
0,0,0,3,0,0,0,82700,323000,46,44,48,6,72,115509,NA,NA,NA,NA,NA,NA
1.103,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,39,6,0,0,0,65000,7e+05,46,44,48,22,198,100884,0,0,0,0,0,1
0,0,59,45,4,0,0,60000,140500,55.5,52,62,92,1091,719010,0,0,0,0,0,1
2.955,4,31,91,3,0,0,77000,3e+05,62,61,63,357,3675,986305,0,1,0,0,0,0
0.445,3,7,18,0,0,0,109600,306000,46,44,48,46,530,391250,0,1,0,0,0,0
1.103,0,27,23,0,0,0,46500,139900,46,44,48,60,624,291666,0,1,0,0,0,0
0.304,0,89,48,2,0,0,60000,587589,56,55,57,98,1161,520957,0,1,0,0,0,0
0.141,0,75,48,2,0,0,65000,1336673,47,47,47,96,1152,805975,0,0,0,0,0,1
0,0,14,13,1,0,0,58000,610206,30,30,30,26,316,244866,0,0,0,0,0,1
0,0,1,5,1,0,0,84500,84500,30,30,30,10,121,41298,0,0,0,0,0,1
0,0,10,1,0,0,0,34250,250000,46,44,48,4,39,47823,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,5,49,158062,NA,NA,NA,NA,NA,NA
0,0,2,0,1,0,0,1325000,2e+06,33,33,33,53,563,284640,0,0,0,0,0,1
0,0,44,8,2,0,0,159250,645000,46.5,46,47,19,205,48180,0,0,0,0,0,1
0,0,32,36,1,2,0,115000,9619500,46,46,46,171,1730,664139,0,0,0,0,0,1
0.141,0,56,26,4,0,0,80000,251000,28,5,52,70,692,363426,0,0,0,0,0,1
0,0,1,1,0,0,0,515000,515000,46,44,48,3,31,11300,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,12,0,0,0,82700,323000,46,44,48,24,288,359352,NA,NA,NA,NA,NA,NA
0,0,2,21,1,0,1,3e+05,3e+05,47,47,47,63,661,682807,0,0,1,0,0,0
0,0,0,19,0,0,0,82700,323000,46,44,48,89,935,450146,NA,NA,NA,NA,NA,NA
0,0,8,10,1,0,0,44950,3300000,6,6,6,40,368,576638,0,0,0,0,0,1
0,0,40,29,0,0,0,26000,112000,46,44,48,74,733,435146,0,0,0,0,0,1
0,0,25,17,0,0,0,30000,81000,46,44,48,61,549,202480,0,0,0,0,0,1
0,0,61,15,0,0,0,40100,1353650,46,44,48,54,489,137680,0,0,0,0,0,1
1.103,0,55,20,2,0,0,34650,109900,54.5,53,56,56,609,178811,0,0,0,0,0,1
0,3,30,41,2,0,0,54500,120000,51,50,52,95,998,263013,0,0,0,0,0,1
0,0,19,74,2,0,0,94000,276075,48.5,42,55,301,2934,864151,0,0,0,0,0,1
0,0,29,0,6,1,0,185000,270900,58.1666666666667,41,74,53,563,284640,0,0,0,0,0,1
0.304,0,2,6,1,0,0,2045000,2200000,62,62,62,32,311,131274,0,1,0,0,0,0
0.304,0,3,1,1,0,0,2968475,4448832,62,62,62,6,56,48403,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,31,51,1,0,0,66000,450000,65,65,65,190,1890,559307,0,0,0,0,0,1
10.082,0,33,43,0,0,0,68000,128000,46,44,48,110,1103,532979,0,0,0,0,0,1
0,0,21,62,0,0,0,58000,158000,46,44,48,202,2042,520404,0,0,0,0,0,1
0,0,25,9,2,0,0,95500,176687,61.5,61,62,18,217,131657,0,0,0,0,0,1
1.103,10,27,78,1,0,0,60000,1603100,61,61,61,184,1955,837232,0,0,0,0,0,1
0,0,21,10,2,0,0,50500,1400000,47,47,47,20,242,175364,0,1,0,0,0,0
0,0,23,27,0,0,0,56000,510000,46,44,48,54,648,760636,0,0,0,0,0,1
0,0,15,9,0,0,0,52100,109000,46,44,48,18,218,110505,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,35,0,0,0,135750,165000,46,44,48,120,1177,255276,0,0,0,0,0,1
0.141,0,14,101,3,0,0,104125,2700000,30,29,32,315,3182,2551222,0,0,0,0,0,1
0,0,1,108,1,0,0,606900,606900,42,42,42,296,3210,3992188,0,0,0,0,0,1
0,0,22,71,3,0,0,104750,3235000,47.3333333333333,47,48,241,2427,3914209,0,0,0,0,0,1
0.89,3,44,53,2,1,0,119950,1595460,49,49,49,185,1821,1776687,0,0,0,0,0,1
0,0,3,12,0,0,0,63942,149900,46,44,48,39,378,120876,0,0,0,0,0,1
0,0,28,40,2,0,0,31000,187500,40,37,43,93,1009,584358,0,0,0,0,0,1
0,0,2,25,0,0,0,30500,31000,46,44,48,73,623,673279,0,0,0,0,0,1
0,0,55,56,0,0,0,35000,157000,46,44,48,132,1491,1524168,0,0,0,0,0,1
0,0,32,8,1,0,0,33425,685000,52,52,52,26,250,95055,0,0,0,0,0,1
0,0,12,5,0,0,0,17050,51000,46,44,48,21,198,92349,0,0,0,0,0,1
0,0,18,4,0,0,0,227825,1211210,46,44,48,16,148,268932,0,1,0,0,0,0
0,0,27,33,1,0,0,42500,95000,42,42,42,66,698,489548,0,0,0,0,0,1
0,0,14,9,0,0,0,34500,113000,46,44,48,21,189,96326,0,0,0,0,0,1
0.141,0,42,10,0,0,0,37785,1680600,46,44,48,22,213,119412,0,0,0,0,0,1
0,0,76,14,2,0,0,40605,1680600,53.5,52,55,33,374,168945,0,0,0,0,0,1
0,0,63,67,0,0,0,48000,150000,46,44,48,136,1637,1504620,0,0,0,0,0,1
0,0,44,68,1,0,0,42549.5,312500,47,47,47,136,1666,2035189,0,0,0,0,0,1
0,0,0,3,1,0,0,82700,323000,49,49,49,18,168,171657,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0.304,0,4,10,1,0,0,277500,2750000,66,66,66,64,621,594836,0,1,0,0,0,0
2.206,0,10,0,0,0,0,260000,1440000,46,44,48,53,563,284640,0,1,0,0,0,0
1.103,0,46,169,2,0,0,51132,129900,57.5,55,60,411,3820,1696938,0,0,0,0,0,1
0,0,9,66,1,0,0,109500,146000,50,50,50,132,1340,714057,0,0,0,0,0,1
0,0,22,25,0,0,0,52450,147000,46,44,48,55,544,174755,0,0,0,0,0,1
0,0,30,16,2,0,0,64459.5,145000,53,53,53,32,386,195684,0,0,0,0,0,1
0.608,3,10,3,1,0,0,75000,7e+05,55,55,55,10,99,81855,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,3,0,0,0,82700,323000,46,44,48,15,162,120624,NA,NA,NA,NA,NA,NA
0,0,26,1,0,0,0,47250,620000,46,44,48,4,39,37953,0,0,0,0,0,1
1.548,0,33,33,2,1,0,10000,1900000,24,24,24,64,679,187500,0,0,0,0,0,1
0.141,0,18,25,1,0,0,16250,109900,35,35,35,71,668,459464,0,0,0,0,0,1
0,0,13,17,0,0,0,70000,7e+05,46,44,48,65,578,693535,0,0,0,0,0,1
0.282,0,15,80,0,0,0,93500,279900,46,44,48,259,2751,1284646,0,0,0,0,0,1
0,0,24,25,0,0,0,26750,75000,46,44,48,62,623,315574,0,0,0,0,0,1
0,0,66,27,2,0,0,23550,1810182,61,48,74,82,807,310817,0,0,0,0,0,1
0,0,27,25,0,0,0,29000,94800,46,44,48,75,773,776665,0,0,0,0,0,1
0,0,73,62,1,0,0,45000,254000,51,51,51,189,2066,666670,0,0,0,0,0,1
0,0,60,17,0,0,0,20500,180012,46,44,48,51,501,178086,0,0,0,0,0,1
0,0,28,9,0,0,0,21500,1450000,46,44,48,37,354,123949,0,0,0,0,0,1
0,0,0,7,0,0,0,82700,323000,46,44,48,28,261,480465,NA,NA,NA,NA,NA,NA
0,0,23,9,0,1,0,54000,97800,46,44,48,18,192,99911,0,0,0,0,0,1
0,0,38,10,1,0,0,51250,136500,59,59,59,22,216,123434,0,0,0,0,0,1
0,0,67,12,2,0,0,46000,121500,54,54,54,27,270,124947,0,0,0,0,0,1
0,0,30,9,3,0,0,45666.5,175000,50,47,55,21,217,96159,0,0,0,0,0,1
0,3,24,22,2,0,0,48367.5,163088,49,49,49,52,614,298542,0,0,0,0,0,1
0,0,31,20,2,0,0,65000,142000,49.5,49,50,68,714,292752,0,0,0,0,0,1
0,0,1,26,0,0,0,220000,220000,46,44,48,148,1392,1343385,0,0,0,0,0,1
10.082,0,1,30,0,0,0,606152,606152,46,44,48,197,1999,2363859,0,1,0,0,0,0
0,0,0,2,0,0,0,82700,323000,46,44,48,14,142,171974,NA,NA,NA,NA,NA,NA
1.103,0,4,38,1,0,0,163085,4890000,64,64,64,202,2106,1398329,0,1,0,0,0,0
0,0,27,10,0,0,0,37655,119900,46,44,48,23,222,78272,0,0,0,0,0,1
0,0,38,18,0,0,0,87300,139400,46,44,48,43,409,158724,0,0,0,0,0,1
0,0,11,10,0,0,0,66000,167000,46,44,48,24,231,72445,0,0,0,0,0,1
0,0,14,2,1,2,0,31750,88500,48,48,48,4,40,9182,0,0,0,0,0,1
0,1,15,0,0,0,0,44000,1353650,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,21,0,0,0,45000,60000,46,44,48,48,481,278893,0,0,0,0,0,1
0,0,7,56,0,0,0,18000,46000,46,44,48,175,1881,1589710,0,0,0,0,0,1
0,0,60,18,3,0,0,50000,1811438,35.6666666666667,34,39,55,524,214973,0,0,0,0,0,1
0,0,41,11,0,0,0,60000,173200,46,44,48,29,283,186570,0,0,0,0,0,1
0,0,20,8,1,0,0,32950,69000,38,38,38,24,232,130766,0,0,0,0,0,1
0,0,18,52,1,0,0,268500,385000,29,29,29,165,1677,2553019,0,0,0,0,0,1
0,0,23,23,1,2,0,115000,795000,40,40,40,59,585,332558,0,0,0,0,0,1
0,0,66,8,1,0,0,22000,983167,48,48,48,24,242,142586,0,0,0,0,0,1
0,0,10,2,0,0,0,41250,176500,46,44,48,6,62,69528,0,0,0,0,0,1
0,0,58,70,1,0,0,22000,600335,54,54,54,257,2852,770347,0,0,0,0,0,1
0,0,22,15,0,0,0,51250,1e+06,46,44,48,42,797,220526,0,0,0,0,0,1
0.445,0,10,15,1,0,0,27000,85600,65,65,65,54,529,278516,0,0,0,0,0,1
0,0,21,14,1,0,0,34000,167000,47,47,47,34,340,144830,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,5,44,1,0,0,250000,1500000,51,51,51,212,2056,1624928,0,0,1,0,0,0
0,0,47,6,1,0,0,50000,169000,50,50,50,18,186,276235,0,0,0,0,0,1
0.396,0,41,9,2,0,0,52000,525000,57.5,56,59,26,273,112367,0,0,0,0,0,1
2.792,0,34,24,1,0,0,59000,314050,58,58,58,66,702,323511,0,0,0,0,0,1
1.103,0,12,14,0,0,0,70950,140000,46,44,48,45,469,229480,0,1,0,0,0,0
0,0,4,1,0,0,0,77950,134000,46,44,48,4,41,14149,0,1,0,0,0,0
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,2,3,1,0,0,475000,5e+05,48,48,48,6,63,46017,0,1,0,0,0,0
0.304,0,0,19,0,0,0,82700,323000,46,44,48,57,646,759183,NA,NA,NA,NA,NA,NA
0,4,0,56,0,0,0,82700,323000,46,44,48,243,2615,1707015,NA,NA,NA,NA,NA,NA
0,0,26,4,3,0,0,56000,118900,39,39,39,8,80,39354,0,0,0,0,0,1
0,0,30,3,2,0,0,71250,127648,38,38,38,6,61,27760,0,0,0,0,0,1
0,0,40,2,1,0,0,45500,5e+05,38,38,38,4,45,16493,0,0,0,0,0,1
0,0,53,0,3,0,0,46000,283000,43,43,43,53,563,284640,0,0,0,0,0,1
0,0,13,0,0,0,0,15000,80000,46,44,48,53,563,284640,0,0,0,0,0,1
0.141,0,4,17,0,0,0,29486,80000,46,44,48,65,613,515859,0,0,0,0,0,1
0,0,16,27,0,0,0,36000,104900,46,44,48,59,682,516599,0,0,0,0,0,1
0.141,0,11,61,1,0,0,64310,145000,33,33,33,122,1122,741467,0,0,0,0,0,1
1.103,0,6,126,0,0,0,94200,156000,46,44,48,318,3048,2790020,0,0,0,0,0,1
0.608,0,22,35,1,0,0,53000,689598,37,37,37,92,879,344463,0,0,0,0,0,1
0,0,17,22,2,0,0,52000,167500,56.5,55,58,59,573,412951,0,0,0,0,0,1
0,0,16,1,0,0,0,250000,432000,46,44,48,3,29,4520,0,0,0,0,0,1
0,0,8,131,1,0,0,107500,355000,36,36,36,414,4086,4993346,0,0,0,0,0,1
0,0,13,28,1,2,0,43790,693500,51,51,51,109,1026,710817,0,0,0,0,0,1
0,0,65,20,1,0,0,15000,77240,45,45,45,75,694,246864,0,0,0,0,0,1
0,0,26,9,1,0,0,13500,90000,44,44,44,31,296,119290,0,0,0,0,0,1
0,0,7,5,3,0,0,40000,79900,57.6666666666667,52,64,18,201,52632,0,0,0,0,0,1
0,0,31,10,0,6,0,39000,165520,46,44,48,43,415,184441,0,0,0,0,0,1
2.297,0,92,37,2,0,0,20750,334000,66.5,66,67,123,1218,529231,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.103,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,60,0,0,0,662500,1e+06,46,44,48,320,3222,1945489,0,1,0,0,0,0
1.103,0,11,67,0,0,0,130000,5260000,46,44,48,470,4476,2711732,0,1,0,0,0,0
0,0,66,22,2,0,0,54000,119500,58.5,58,59,55,541,321956,0,0,0,0,0,1
0,0,30,21,1,0,0,42000,125000,48,48,48,43,526,267897,0,1,0,0,0,0
0,0,42,1,2,0,0,33500,130000,34,13,55,2,24,34619,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.103,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,3,34,39957,NA,NA,NA,NA,NA,NA
2.206,0,0,2,0,0,0,82700,323000,46,44,48,12,110,129026,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,6,12,0,0,0,20707,150000,46,44,48,36,324,195036,0,0,0,0,0,1
0,0,0,16,0,0,0,82700,323000,46,44,48,48,432,260048,NA,NA,NA,NA,NA,NA
0.304,0,0,16,0,0,0,82700,323000,46,44,48,35,1021,380797,NA,NA,NA,NA,NA,NA
0,0,9,64,1,0,0,46000,75000,24,24,24,221,1950,1293666,0,0,0,0,0,1
0,0,25,79,2,0,0,60000,156000,33.5,31,36,159,1849,1516848,0,0,0,0,0,1
0,0,8,186,1,0,0,52300,165000,47,47,47,377,4210,1237386,0,0,0,0,0,1
0,0,24,7,0,0,0,60000,137500,46,44,48,17,154,134046,0,0,0,0,0,1
0.608,0,10,20,0,0,0,22900,151400,46,44,48,61,652,307385,0,0,0,0,0,1
0,0,15,18,1,0,0,75900,228000,64,64,64,51,527,235974,0,0,0,0,0,1
1.103,9,15,85,0,0,0,405000,465000,46,44,48,303,2918,3948393,0,0,0,0,0,1
0,3,35,33,0,0,0,60000,514000,46,44,48,103,1015,679795,0,0,0,0,0,1
0.912,0,63,14,1,0,0,19900,195000,48,48,48,56,518,245308,0,0,0,0,0,1
0.304,0,55,13,1,0,0,17130,147800,42,42,42,46,426,130838,0,0,0,0,0,1
0,0,3,4,0,0,0,17000,80000,46,44,48,19,191,46915,0,0,0,0,0,1
0.304,0,19,7,0,1,0,37500,310000,46,44,48,37,352,94954,0,0,0,0,0,1
0,0,41,76,1,0,0,20612,2800000,64,64,64,251,2459,1261525,0,0,0,0,0,1
1.103,0,0,1,0,0,0,82700,323000,46,44,48,3,30,41356,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,10,2,45,0,0,0,143500,155000,46,44,48,180,1800,2707155,0,0,0,0,0,1
0.304,0,6,32,0,0,0,185000,750000,46,44,48,128,1268,1752559,0,0,0,0,0,1
0.141,0,7,6,1,0,0,37480,530000,44,44,44,21,213,125638,0,0,0,0,0,1
0.749,0,6,15,0,0,0,365500,675000,46,44,48,38,388,264041,0,1,0,0,0,0
0,0,0,18,0,0,0,82700,323000,46,44,48,72,738,1681452,NA,NA,NA,NA,NA,NA
0,0,0,11,0,0,0,82700,323000,46,44,48,44,428,689097,NA,NA,NA,NA,NA,NA
0,0,41,7,1,0,0,40000,114000,56,56,56,16,163,72839,0,0,0,0,0,1
0,0,74,16,1,0,0,57050,1715057,58,58,58,43,436,167056,0,0,0,0,0,1
0,0,32,37,1,0,0,58000,144000,62,62,62,94,936,667441,0,0,0,0,0,1
0,0,0,2,0,0,0,82700,323000,46,44,48,5,55,16624,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,2,0,0,0,82700,323000,46,44,48,8,80,90150,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,64,0,0,0,22000,22000,46,44,48,327,3124,3302421,0,1,0,0,0,0
0,0,0,13,0,0,0,82700,323000,46,44,48,39,377,372463,NA,NA,NA,NA,NA,NA
0.141,0,0,1,0,0,0,82700,323000,46,44,48,4,42,24819,NA,NA,NA,NA,NA,NA
0,0,0,35,0,0,0,82700,323000,46,44,48,105,945,610439,NA,NA,NA,NA,NA,NA
0,0,2,0,1,0,0,725000,1e+06,74,74,74,53,563,284640,0,0,1,0,0,0
0,0,0,90,0,0,0,82700,323000,46,44,48,180,6165,2176380,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,34,70,1,1,0,41250,240000,38,38,38,210,1858,1637828,0,0,0,0,0,1
0,0,10,65,0,0,0,48000,110000,46,44,48,131,1486,1334922,0,0,0,0,0,1
0,0,12,81,1,0,0,75101,918000,59,59,59,196,3139,1009193,0,0,0,0,0,1
0,0,38,27,1,0,0,47000,121000,6,6,6,84,956,538533,0,0,0,0,0,1
0,0,71,0,1,0,0,74000,180000,58,58,58,53,563,284640,0,0,0,0,0,1
0,0,8,18,0,0,0,157250,760900,46,44,48,56,552,772561,0,0,0,0,0,1
20.468,0,68,144,1,0,0,42527.5,6e+05,43,43,43,444,4164,2557888,0,0,0,0,0,1
0.304,0,40,22,0,0,0,23839,250000,46,44,48,70,685,332108,0,0,0,0,0,1
0,0,88,14,1,0,0,22375,843200,57,57,57,49,476,194345,0,0,0,0,0,1
0.304,1,20,46,2,0,0,25303.5,63900,49,49,49,152,1469,427697,0,0,0,0,0,1
0,0,43,20,3,0,0,20000,116000,35.6666666666667,6,63,62,591,159670,0,0,0,0,0,1
0,0,40,22,1,0,0,19600,105000,66,66,66,71,954,212718,0,0,0,0,0,1
1.407,0,27,20,2,2,0,23500,550000,65,64,66,61,971,262900,0,0,0,0,0,1
0,0,3,0,0,0,0,350000,370000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,10,33,1,0,0,235000,493200,67,67,67,132,1312,2020241,0,0,0,0,0,1
0,0,10,1,0,0,0,155000,335000,46,44,48,4,37,19076,0,0,0,0,0,1
0.608,0,0,4,0,3,0,82700,323000,46,44,48,12,109,74869,NA,NA,NA,NA,NA,NA
2.51,1,0,19,0,0,0,82700,323000,46,44,48,76,760,1379115,NA,NA,NA,NA,NA,NA
