incident_date,incident_number,cad_number,alarm_date_time,unit_clear_date_time,street_address,apt_suite_number,neighborhood,incident_type_id,incident_type_desc,alarms,suppression_app_count,suppression_per_count,ems_app_count,ems_per_count,other_app_count,other_per_count,incident_closed,Location
10/16/2014,29,14289029,10/16/2014 05:56:00 AM,10/16/2014 06:06:00 AM,35 5TH ST,,C. B. D. /,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
04/11/2014,31,14101031,04/11/2014 06:26:00 AM,04/11/2014 06:50:00 AM,0 GRAY RD,,Spring Gro,131,Passenger vehicle fire,0,1,4,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
01/16/2014,114,14016114,01/16/2014 02:12:00 PM,01/16/2014 02:18:00 PM,1609 MADISON RD,,EAST WALNU,324,Motor vehicle accident with no injuries.,0,3,12,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
04/22/2014,116,14112116,04/22/2014 03:34:00 PM,04/22/2014 03:45:00 PM,1788 GRAND AV,,EAST PRICE,900,"Special type of incident, other",0,1,4,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
03/20/2014,86,14079086,03/20/2014 12:57:00 PM,03/20/2014 01:07:00 PM,2145 LURAY AV,,WALNUT HIL,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
01/16/2014,212,14016212,01/16/2014 08:39:00 PM,01/16/2014 08:53:00 PM,440 LAFAYETTE AV,,CLIFTON   ,743,"Smoke detector activation, no fire - unintentional",0,3,12,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
12/13/2014,112,14347112,12/13/2014 01:41:00 PM,12/13/2014 01:49:00 PM,124 7TH ST,,C. B. D. /,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
05/30/2014,37,14150037,05/30/2014 07:34:00 AM,05/30/2014 07:59:00 AM,2657 WENDEE DR,2020,WESTWOOD  ,651,"Smoke scare, odor of smoke",0,7,24,0,0,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
05/08/2014,2,14128002,05/08/2014 12:08:00 AM,05/08/2014 01:33:00 AM,3520 CENTRAL PY ,,CLIFTON   ,741,"Sprinkler activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
11/09/2014,150,14313150,11/09/2014 06:03:00 PM,11/09/2014 06:08:00 PM,4142 SHEREL LN,,OAKLEY    ,744,"Detector activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45207
(39.14263571500004, -84.47276953999994)"
04/14/2014,221,14104221,04/14/2014 10:02:00 PM,04/14/2014 10:21:00 PM,209 WOODWARD ST,,OVER-THE-R,651,"Smoke scare, odor of smoke",0,1,4,0,0,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
12/11/2014,200,14345200,12/11/2014 10:49:00 PM,12/11/2014 11:06:00 PM,2532 HIGHLAND AV,,AVONDALE  ,651,"Smoke scare, odor of smoke",0,5,18,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
02/17/2014,163,14048163,02/17/2014 07:28:00 PM,02/17/2014 07:35:00 PM,2600 EUCLID AV,,CORRYVILLE,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
03/05/2014,19,14064019,03/05/2014 03:24:00 AM,03/05/2014 06:33:00 AM,3081 GLENMORE,,WESTWOOD  ,130,"Mobile property (vehicle) fire, other",0,2,5,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
11/29/2014,26,14333026,11/29/2014 07:19:00 AM,11/29/2014 12:06:00 PM,249 MITCHELL AV,,Spring Gro,411,Gasoline or other flammable liquid spill,0,4,10,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
04/25/2014,145,14115145,04/25/2014 07:04:00 PM,04/25/2014 07:47:00 PM,2631 THOMASVILLE DR,,WESTWOOD  ,411,Gasoline or other flammable liquid spill,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
01/03/2014,22,14003022,01/03/2014 04:36:00 AM,01/03/2014 05:00:00 AM,2139 AUBURN AV,,MOUNT  AUB,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
03/20/2014,171,14079171,03/20/2014 09:19:00 PM,03/20/2014 09:35:00 PM,5020 SPRING GROVE AV,,Spring Gro,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
01/22/2014,198,14022198,01/22/2014 07:32:00 PM,01/22/2014 07:37:00 PM,3652 READING RD,,NORTH AVON,555,"Defective elevator, no occupants",0,2,8,0,,0,0,1,"CINC 45232
(39.17969861200004, -84.51558956899999)"
03/07/2014,204,14066204,03/07/2014 09:26:00 PM,03/07/2014 09:36:00 PM,3856 MIDDLETON AV,,CLIFTON   ,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
10/02/2014,68,14275068,10/02/2014 11:30:00 AM,10/02/2014 11:40:00 AM,614 CHURCH ST,,LOWER PRIC,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
07/20/2014,95,14201095,07/20/2014 01:42:00 PM,07/20/2014 01:52:00 PM,2151 FULTON AV,,WALNUT HIL,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
08/21/2014,46,14233046,08/21/2014 09:13:00 AM,08/21/2014 09:24:00 AM,2254 MILLVALE CT,,MILLVALE  ,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
11/28/2014,36,14332036,11/28/2014 06:47:00 AM,11/28/2014 06:58:00 AM,1401 BANK ST,,QUEENSGATE,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
12/24/2014,79,14358079,12/24/2014 10:33:00 AM,12/24/2014 10:56:00 AM,4510 READING RD,,PADDOCK  H,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
02/28/2014,109,14059109,02/28/2014 02:58:00 PM,02/28/2014 03:09:00 PM,1500 GROESBECK RD,,COLLEGE  H,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
06/03/2014,70,14154070,06/03/2014 10:36:00 AM,06/03/2014 10:52:00 AM,5602 ORLANDO PL,,MADISONVIL,445,"Arcing, shorted electrical equipment",0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
08/28/2014,39,14240039,08/28/2014 09:22:00 AM,08/28/2014 09:40:00 AM,2205 RIVERSIDE DR,,EAST  END ,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
07/04/2014,207,14185207,07/04/2014 11:30:00 PM,07/04/2014 11:38:00 PM,1506 CHASE AV,,NORTHSIDE ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
05/28/2014,7,14148007,05/28/2014 12:53:00 AM,05/28/2014 01:05:00 AM,0 DELTA AV,,EAST  END ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45226
(39.11761717400003, -84.43167882299997)"
03/01/2014,158,14060158,03/01/2014 08:46:00 PM,03/01/2014 09:14:00 PM,1500 GROESBECK RD,,COLLEGE  H,522,Water or steam leak,0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
10/01/2014,125,14274125,10/01/2014 05:02:00 PM,10/01/2014 05:18:00 PM,40 UNIVERSITY AV,,CLIFTON/UN,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
05/24/2014,153,14144153,05/24/2014 05:05:00 PM,05/24/2014 05:24:00 PM,5508 LITTLE FLOWER AV,,MOUNT AIRY,111,Fire - Building,0,10,32,1,2,0,0,1,"CINC 45239
(39.20625963100008, -84.57852697299995)"
03/19/2014,124,14078124,03/19/2014 04:48:00 PM,03/19/2014 05:04:00 PM,1001 CELESTIAL ST,,MOUNT  ADA,444,Power line down,0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
05/12/2014,156,14132156,05/12/2014 05:32:00 PM,05/12/2014 05:53:00 PM,3414 8TH ST,305,EAST PRICE,510,"Person in distress, other",0,1,4,0,,1,4,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
01/14/2014,58,14014058,01/14/2014 09:51:00 AM,01/14/2014 09:53:00 AM,2823 ALLVIEW CR ,,WESTWOOD  ,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
01/11/2014,68,14011068,01/11/2014 07:50:00 AM,01/11/2014 08:02:00 AM,404 READING RD,402,PENDLETON ,551,Assist police or other governmental agency,0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
06/16/2014,56,14167056,06/16/2014 08:16:00 AM,06/16/2014 08:31:00 AM,3827 PAXTON AV,,OAKLEY    ,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
03/23/2014,89,14082089,03/23/2014 02:24:00 PM,03/23/2014 02:38:00 PM,964 AUBURNVIEW DR,,WALNUT HIL,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
07/05/2014,119,14186119,07/05/2014 01:20:00 PM,07/05/2014 01:31:00 PM,3872 PAXTON AV,,OAKLEY    ,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 4509
(39.58986157800007, -89.65489696199995)"
04/08/2014,141,14098141,04/08/2014 04:21:00 PM,04/08/2014 04:33:00 PM,1722 LARCH AV,,COLLEGE  H,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
06/23/2014,11,14174011,06/23/2014 01:44:00 AM,06/23/2014 02:56:00 AM,475 STANLEY AV,,COLUMBIA /,324,Motor vehicle accident with no injuries.,0,6,19,1,2,0,0,1,"CINC 45226
(39.11761717400003, -84.43167882299997)"
07/16/2014,183,14197183,07/16/2014 08:41:00 PM,07/16/2014 08:53:00 PM,3057 CLEINVIEW AV,,EVANSTON  ,130,"Mobile property (vehicle) fire, other",0,1,4,0,,0,0,1,"CINC 45207
(39.14263571500004, -84.47276953999994)"
10/05/2014,27,14278027,10/05/2014 03:05:00 AM,10/05/2014 03:19:00 AM,0 I75 ,,BONDHILL  ,142,Brush or brush-and-grass mixture fire,0,2,8,0,,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
03/12/2014,39,14071039,03/12/2014 07:20:00 AM,03/12/2014 07:26:00 AM,375 DIXMYTH AV,,CLIFTON/UN,744,"Detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45220
(39.143209256000034, -84.52157698599996)"
05/08/2014,3,14128003,05/08/2014 12:14:00 AM,05/08/2014 12:31:00 AM,1796 BLEECKER LN,,ENGLISH  W,553,Public service,0,1,4,0,0,0,0,1,"CINCINNATI 45225
(39.14027637700008, -84.54955882199994)"
06/11/2014,54,14162054,06/11/2014 09:47:00 AM,06/11/2014 10:31:00 AM,1314 OBSERVATORY DR,,MT.  LOOKO,500,"Service Call, other",0,3,9,0,,0,0,1,"CINC 45208
(39.13723921900004, -84.43727953499996)"
01/28/2014,37,14028037,01/28/2014 05:46:00 AM,01/28/2014 06:34:00 AM,455 DELTA AV,,COLUMBIA /,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45226
(39.11761717400003, -84.43167882299997)"
06/15/2014,111,14166111,06/15/2014 03:23:00 PM,06/15/2014 03:28:00 PM,5740 DAVEY AV,,COLLEGE  H,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
01/09/2014,14,14009014,01/09/2014 01:51:00 AM,01/09/2014 02:27:00 AM,618 PROBASCO ST,,CLIFTON/UN,130,"Mobile property (vehicle) fire, other",0,1,4,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
04/09/2014,123,14099123,04/09/2014 04:45:00 PM,04/09/2014 04:52:00 PM,145 WARNER ST,,FAIRVIEW  ,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
07/09/2014,10,14190010,07/09/2014 01:11:00 AM,07/09/2014 01:32:00 AM,2134 BEECHMONT AV,,MT.  WASHI,622,No incident found on arrival at dispatch address,0,12,38,0,0,0,0,1,"CINC 45230
(39.08154928300007, -84.38464848299998)"
02/16/2014,49,14047049,02/16/2014 04:17:00 AM,02/16/2014 04:20:00 AM,1722 LARCH AV,,COLLEGE  H,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45223
(39.167489147000026, -84.54787730499999)"
02/16/2014,92,14047092,02/16/2014 10:23:00 AM,02/16/2014 10:54:00 AM,1150 TOWNE ST,1,BONDHILL  ,113,"Cooking fire, confined to container",0,11,36,1,2,0,0,1,"CINC 45216
(39.19856897100004, -84.47975630799993)"
10/27/2014,54,14300054,10/27/2014 11:06:00 AM,10/27/2014 11:23:00 AM,1410 RACE ST,,OVER-THE-R,744,"Detector activation, no fire - unintentional",0,4,10,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
04/26/2014,10,14116010,04/26/2014 01:08:00 AM,04/26/2014 01:15:00 AM,1700 CATALINA AV,,BONDHILL  ,500,"Service Call, other",0,3,12,0,,1,4,1,"CINC 45237
(39.19171689800004, -84.45486811699999)"
04/30/2014,103,14120103,04/30/2014 02:09:00 PM,04/30/2014 02:17:00 PM,1502 WESTERN HLS U VI ,,SOUTH  FAI,651,"Smoke scare, odor of smoke",0,1,4,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
07/10/2014,71,14191071,07/10/2014 12:13:00 PM,07/10/2014 12:32:00 PM,3343 EVANSTON AV,,EVANSTON  ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
11/15/2014,163,14319163,11/15/2014 07:40:00 PM,11/15/2014 10:40:00 PM,1825 FAIRMOUNT ,,SOUTH  FAI,111,Fire - Building,1,14,43,1,2,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
10/21/2014,134,14294134,10/21/2014 05:19:00 PM,10/21/2014 05:29:00 PM,2800 GILBERT AV,,WALNUT HIL,744,"Detector activation, no fire - unintentional",0,3,12,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
01/26/2014,164,14026164,01/26/2014 05:12:00 PM,01/26/2014 05:35:00 PM,4725 MADISON RD,,MADISONVIL,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45209
(39.15225990300007, -84.42664730599995)"
07/24/2014,69,14205069,07/24/2014 10:25:00 AM,07/24/2014 10:42:00 AM,2271 RICE ST,,MOUNT  AUB,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45219
(39.127458611000066, -84.51234819499996)"
10/16/2014,188,14289188,10/16/2014 08:54:00 PM,10/16/2014 09:08:00 PM,3533 AMBERACRES DR,400,KENNEDY  H,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45237
(39.19171689800004, -84.45486811699999)"
07/04/2014,104,14185104,07/04/2014 03:08:00 PM,07/04/2014 03:39:00 PM,4545 RAPID RUN RD,,WEST PRICE,140,"Natural vegetation fire, other",0,2,8,0,,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
06/05/2014,172,14156172,06/05/2014 09:28:00 PM,06/05/2014 09:43:00 PM,3139 WOOSTER PL,,WESTWOOD  ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
07/05/2014,5,14186005,07/05/2014 12:14:00 AM,07/05/2014 12:38:00 AM,4039 PRESIDENT DR,,FAY APARTM,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45225
(39.14027637700008, -84.54955882199994)"
04/14/2014,180,14104180,04/14/2014 05:53:00 PM,04/14/2014 06:18:00 PM,0 MCKINLEY AV,,WESTWOOD  ,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
12/17/2014,39,14351039,12/17/2014 08:08:00 AM,12/17/2014 08:24:00 AM,5101 RAVENNA ST,,MADISONVIL,600,"Good intent call, other",0,4,13,0,0,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
05/21/2014,157,14141157,05/21/2014 06:58:00 PM,05/21/2014 07:26:00 PM,562 BOAL ST,,MOUNT  AUB,444,Power line down,0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
11/30/2014,67,14334067,11/30/2014 11:44:00 AM,11/30/2014 11:58:00 AM,0 DARTMOUTH DR,,WESTWOOD  ,444,Power line down,0,1,4,0,,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
05/28/2014,130,14148130,05/28/2014 04:57:00 PM,05/28/2014 05:11:00 PM,0 HOLLAND DR,,Winton Hil,520,"Water problem, other",0,1,4,0,,0,0,1,"CINC 45239
(39.20625963100008, -84.57852697299995)"
05/30/2014,52,14150052,05/30/2014 09:32:00 AM,05/30/2014 09:44:00 AM,3317 GLENMORE AV,,WESTWOOD  ,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45211
(39.152816063000046, -84.60056918599997)"
02/16/2014,168,14047168,02/16/2014 07:18:00 PM,02/16/2014 07:41:00 PM,6025 WALDWAY LN,,COLLEGE  H,113,"Cooking fire, confined to container",0,10,32,2,4,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
04/17/2014,19,14107019,04/17/2014 05:15:00 AM,04/17/2014 05:30:00 AM,1035 ST GREGORY ST,,MOUNT  ADA,444,Power line down,0,1,4,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
05/09/2014,91,14129091,05/09/2014 11:59:00 AM,05/09/2014 12:16:00 PM,4454 STEEL PL,,MADISONVIL,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
05/26/2014,82,14146082,05/26/2014 02:27:00 PM,05/26/2014 05:03:00 PM,1114 FAIRBANKS AV,,EAST PRICE,111,Fire - Building,0,13,39,1,2,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
06/28/2014,165,14179165,06/28/2014 06:52:00 PM,06/28/2014 07:06:00 PM,2610 PARK AV,,WALNUT HIL,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45206
(39.126315875000046, -84.48624774699994)"
01/09/2014,38,14009038,01/09/2014 03:07:00 AM,01/09/2014 03:50:00 AM,1657 SEYMOUR AV,B,BONDHILL  ,424,Carbon monoxide incident,0,2,8,0,,0,0,1,"CINC 45227
(39.15418908500004, -84.38997980499994)"
06/09/2014,24,14160024,06/09/2014 04:32:00 AM,06/09/2014 04:42:00 AM,350 ERKENBRECHER AV,,AVONDALE  ,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
04/07/2014,135,14097135,04/07/2014 05:23:00 PM,04/07/2014 05:37:00 PM,2146 FERGUSON RD,,WEST PRICE,743,"Smoke detector activation, no fire - unintentional",0,1,4,0,0,0,0,1,"CINC 45238
(39.11445835500007, -84.60720835499995)"
11/16/2014,155,14320155,11/16/2014 08:06:00 PM,11/16/2014 08:38:00 PM,1607 LARMON CT,,COLLEGE  H,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45224
(39.202557686000034, -84.53928722899997)"
09/19/2014,194,14262194,09/19/2014 07:43:00 PM,09/19/2014 07:54:00 PM,1117 MCPHERSON AV,,EAST PRICE,150,"Outside rubbish fire, other",0,10,32,1,2,0,0,1,"CINC 45205
(39.11065647500004, -84.57425583299994)"
07/04/2014,184,14185184,07/04/2014 10:30:00 PM,07/04/2014 11:31:00 PM,1621 LINN ST,,WEST  END ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45214
(39.12068909300007, -84.53739715099994)"
12/28/2014,140,14362140,12/28/2014 02:18:00 PM,12/28/2014 02:36:00 PM,68 JUERGENS AV,,CLIFTON   ,651,"Smoke scare, odor of smoke",0,7,22,0,0,0,0,1,"CINC 45229
(39.150087400000075, -84.48900682499999)"
07/28/2014,37,14209037,07/28/2014 07:18:00 AM,07/28/2014 07:33:00 AM,36 4TH ST,,C. B. D. /,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107806151000034, -84.51089696299994)"
