incident_date,incident_number,cad_number,alarm_date_time,unit_clear_date_time,street_address,apt_suite_number,neighborhood,incident_type_id,incident_type_desc,alarms,suppression_app_count,suppression_per_count,ems_app_count,ems_per_count,other_app_count,other_per_count,incident_closed,location
10/02/2015,225,15275225,10/02/2015 11:13:00 PM,10/02/2015 11:28:00 PM,4136 PRESIDENT DR,,FAY APARTM,650,"Steam, other gas mistaken for smoke, other",0,2,8,0,0,0,0,1,"CINC 45211
(39.155126, -84.60052)"
04/24/2015,177,15114177,04/24/2015 07:41:00 PM,04/24/2015 07:47:00 PM,4500 FOLEY RD,,WEST PRICE,331,"Lock-in (if lock out , use 511 )",0,1,4,0,,0,0,1,"CINC 45238
(39.111266, -84.610187)"
09/24/2015,161,15267161,09/24/2015 05:42:00 PM,09/24/2015 05:55:00 PM,3319 WOODMONT AV,,PLEASANT R,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45209
(39.152763, -84.428901)"
02/02/2015,5,15033005,02/02/2015 12:19:00 AM,02/02/2015 12:40:00 AM,2108 HARRISON AV,,SOUTH  FAI,651,"Smoke scare, odor of smoke",0,3,9,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
02/14/2015,44,15045044,02/14/2015 08:58:00 AM,02/14/2015 09:27:00 AM,3418 READING RD,,AVONDALE  ,251,"Excessive heat, scorch burns with no ignition",0,2,8,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
04/05/2015,152,15095152,04/05/2015 07:08:00 PM,04/05/2015 07:25:00 PM,4858 WINNESTE AV,,Winton Hil,118,"Trash or rubbish fire, contained",0,1,4,0,,0,0,1,"CINC 45232
(39.179381, -84.514335)"
01/28/2015,31,15028031,01/28/2015 05:49:00 AM,01/28/2015 06:02:00 AM,1053 ACADEMY AV,,WEST PRICE,531,Smoke or odor removal,0,12,40,1,2,0,0,1,"CINC 45205
(39.109911, -84.575797)"
01/05/2015,62,15005062,01/05/2015 10:33:00 AM,01/05/2015 10:49:00 AM,1886 FAIRMOUNT AV,,SOUTH  FAI,445,"Arcing, shorted electrical equipment",0,1,4,0,,0,0,1,"CINC 45214
(39.121323, -84.540297)"
04/12/2015,179,15102179,04/12/2015 05:55:00 PM,04/12/2015 06:29:00 PM,485 MCALPIN AV,,CLIFTON   ,444,Power line down,0,1,4,0,,0,0,1,"CINC 45220
(39.146638, -84.52059)"
02/16/2015,211,15047211,02/16/2015 10:13:00 PM,02/16/2015 10:37:00 PM,619 CENTRAL AV,,QUEENSGATE,735,Alarm system sounded due to malfunction,0,1,4,0,0,0,0,1,"CINC 45202
(39.107972, -84.506386)"
10/05/2015,212,15278212,10/05/2015 08:56:00 PM,10/05/2015 10:05:00 PM,1026 BURTON AV,7,NORTH AVON,411,Gasoline or other flammable liquid spill,0,6,21,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
01/17/2015,4,15017004,01/17/2015 12:39:00 AM,01/17/2015 12:58:00 AM,131 14TH ST,,OVER-THE-R,730,"System malfunction, other",0,3,9,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
01/18/2015,85,15018085,01/18/2015 01:40:00 PM,01/18/2015 01:56:00 PM,1829 LOSANTIVILLE AV,,ROSELAWN  ,553,Public service,0,1,4,0,,1,4,1,"CINC 45237
(39.190463, -84.456023)"
06/13/2015,97,15164097,06/13/2015 12:18:00 PM,06/13/2015 12:41:00 PM,2080 SINTON AV,,WALNUT HIL,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45206
(39.127505, -84.48677)"
05/30/2015,148,15150148,05/30/2015 05:01:00 PM,05/30/2015 05:18:00 PM,277 FAIRBANKS AV,,SEDAMSVILL,653,"Smoke from barbecue, tar kettle",0,11,33,1,1,0,0,1,"CINC 45204
(39.095001, -84.574485)"
07/26/2015,182,15207182,07/26/2015 07:20:00 PM,07/26/2015 07:28:00 PM,242 MCCORMICK PL,2,MOUNT  AUB,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
07/09/2015,167,15190167,07/09/2015 04:22:00 PM,07/09/2015 04:40:00 PM,375 DIXMYTH AV,,CLIFTON/UN,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45220
(39.146638, -84.52059)"
02/25/2015,98,15056098,02/25/2015 02:54:00 PM,02/25/2015 03:06:00 PM,1999 SUTTER AV,,ENGLISH  W,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45225
(39.140894, -84.548627)"
01/02/2015,90,15002090,01/02/2015 12:56:00 PM,01/02/2015 01:06:00 PM,510 OAK ST,,AVONDALE  ,700,"False alarm or false call, other",0,2,8,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
05/17/2015,3,15137003,05/17/2015 12:31:00 AM,05/17/2015 12:45:00 AM,0 COLONIAL RIDGE CT,,PLEASANT R,622,No incident found on arrival at dispatch address,0,1,4,0,,0,0,1,"CINC 45213
(39.181836, -84.420309)"
10/10/2015,2,15283002,10/10/2015 12:26:00 AM,10/10/2015 04:19:00 AM,559 GRAND AV,,EAST PRICE,111,Fire - Building,0,10,31,0,,0,0,1,"CINC 45205
(39.109911, -84.575797)"
04/07/2015,19,15097019,04/07/2015 03:15:00 AM,04/07/2015 03:28:00 AM,2258 HARRISON AV,,WESTWOOD  ,400,"Hazardous condition, other",0,1,4,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
07/29/2015,170,15210170,07/29/2015 03:30:00 PM,07/29/2015 03:45:00 PM,2673 WESTWOOD NORTHERN BV,,WESTWOOD  ,733,Smoke detector activation due to malfunction,0,2,8,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
03/12/2015,125,15071125,03/12/2015 03:25:00 PM,03/12/2015 03:44:00 PM,4998 HAWAIIAN TE,,MOUNT AIRY,520,"Water problem, other",0,2,8,0,,0,0,1,"CINC 45223
(39.165238, -84.547839)"
05/26/2015,153,15146153,05/26/2015 05:49:00 PM,05/26/2015 07:08:00 PM,3457 HALLWOOD PL,,AVONDALE  ,160,"Special outside fire, other",0,1,4,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
10/18/2015,55,15291055,10/18/2015 08:35:00 AM,10/18/2015 09:03:00 AM,5833 CROSLIN ST,,CALIFORNIA,160,"Special outside fire, other",0,1,4,0,,0,0,1,"CINC 45226
(39.115846, -84.428567)"
05/12/2015,61,15132061,05/12/2015 09:15:00 AM,05/12/2015 09:35:00 AM,1055 LAIDLAW AV,,BONDHILL  ,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45237
(39.190463, -84.456023)"
04/18/2015,143,15108143,04/18/2015 03:47:00 PM,04/18/2015 03:53:00 PM,114 6TH ST,,C. B. D. /,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45203
(39.103194, -84.530727)"
03/17/2015,191,15076191,03/17/2015 07:08:00 PM,03/17/2015 07:19:00 PM,0 3584 Reading Rd,,NORTH AVON,551,Assist police or other governmental agency,0,1,4,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
06/02/2015,160,15153160,06/02/2015 06:43:00 PM,06/02/2015 07:56:00 PM,2610 HANDASYDE AV,,HYDE PARK ,114,"Chimney or flue fire, confined to chimney or flue",0,11,33,1,1,0,0,1,"CINC 45208
(39.135494, -84.434607)"
02/21/2015,217,15052217,02/21/2015 08:26:00 PM,02/21/2015 08:41:00 PM,1326 AULT VIEW AV,,MT.  LOOKO,651,"Smoke scare, odor of smoke",0,4,16,0,0,0,0,1,"CINC 45208
(39.135494, -84.434607)"
07/12/2015,219,15193219,07/12/2015 09:48:00 PM,07/12/2015 10:10:00 PM,2340 NOTTINGHAM RD,,FAY APARTM,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
06/23/2015,38,15174038,06/23/2015 05:45:00 AM,06/23/2015 05:58:00 AM,1445 ASTER PL,,COLLEGE  H,746,"Carbon monoxide detector activation, no CO",0,1,4,0,,0,0,1,"CINC 45224
(39.204304, -84.535924)"
02/17/2015,128,15048128,02/17/2015 03:09:00 PM,02/17/2015 03:18:00 PM,3800 GLENWAY AV,,EAST PRICE,600,"Good intent call, other",0,1,4,0,,0,0,1,"CINC 45205
(39.109911, -84.575797)"
02/27/2015,171,15058171,02/27/2015 05:35:00 PM,02/27/2015 05:53:00 PM,312 WALNUT ST,,C. B. D. /,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
10/25/2015,117,15298117,10/25/2015 04:49:00 PM,10/25/2015 04:57:00 PM,3564 VAN ANTWERP PL,1ST,AVONDALE  ,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
08/19/2015,122,15231122,08/19/2015 12:56:00 PM,08/19/2015 01:13:00 PM,1211 VINE ST,,OVER-THE-R,730,"System malfunction, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
03/12/2015,126,15071126,03/12/2015 03:26:00 PM,03/12/2015 03:39:00 PM,226 ROCHELLE ST,,CORRYVILLE,460,"Accident, potential accident, other",0,3,12,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
10/05/2015,14,15278014,10/05/2015 01:51:00 AM,10/05/2015 02:03:00 AM,105 4TH ST,125,C. B. D. /,730,"System malfunction, other",0,3,9,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
05/24/2015,29,15144029,05/24/2015 02:15:00 AM,05/24/2015 02:30:00 AM,0 4TH ST,,C. B. D. /,353,Removal of victim(s) from stalled elevator,0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
02/19/2015,202,15050202,02/19/2015 08:39:00 PM,02/19/2015 08:48:00 PM,3305 WOODBURN AV,,EVANSTON  ,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45206
(39.127505, -84.48677)"
02/19/2015,57,15050057,02/19/2015 09:06:00 AM,02/19/2015 09:13:00 AM,2815 PARK AV,,WALNUT HIL,500,"Service Call, other",0,1,4,0,,0,0,1,"CINC 45206
(39.127505, -84.48677)"
07/27/2015,175,15208175,07/27/2015 07:42:00 PM,07/27/2015 07:48:00 PM,141 SIXTH ST,,C. B. D. /,555,"Defective elevator, no occupants",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
08/07/2015,69,15219069,08/07/2015 10:26:00 AM,08/07/2015 10:34:00 AM,800 8TH ST,,QUEENSGATE,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45214
(39.121323, -84.540297)"
06/18/2015,96,15169096,06/18/2015 02:19:00 PM,06/18/2015 02:36:00 PM,2100 MADISON RD,,O'BRYONVIL,445,"Arcing, shorted electrical equipment",0,1,4,0,,0,0,1,"CINC 45206
(39.127505, -84.48677)"
04/03/2015,65,15093065,04/03/2015 10:53:00 AM,04/03/2015 11:11:00 AM,2506 MAY ST,,WALNUT HIL,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45206
(39.127505, -84.48677)"
01/24/2015,85,15024085,01/24/2015 02:03:00 PM,01/24/2015 03:01:00 PM,2 I71 ,,WALNUT HIL,150,"Outside rubbish fire, other",0,12,38,1,2,0,0,1,"CINC 45205
(39.109911, -84.575797)"
09/06/2015,90,15249090,09/06/2015 12:01:00 PM,09/06/2015 12:09:00 PM,3220 COLERAIN AV,,CAMP  WASH,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45225
(39.140894, -84.548627)"
01/10/2015,110,15010110,01/10/2015 02:20:00 PM,01/10/2015 02:56:00 PM,28 4TH ST,,C. B. D. /,520,"Water problem, other",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
03/18/2015,141,15077141,03/18/2015 03:39:00 PM,03/18/2015 03:59:00 PM,2602 EWALD PL,,WESTWOOD  ,736,CO detector activation due to malfunction,0,1,4,0,0,0,0,1,"CINC 45211
(39.155126, -84.60052)"
03/19/2015,107,15078107,03/19/2015 02:58:00 PM,03/19/2015 03:03:00 PM,311 PIKE ST,,C. B. D. /,743,"Smoke detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
10/28/2015,240,15301240,10/28/2015 09:34:00 PM,10/28/2015 09:48:00 PM,1202 SPRING ST,7,PENDLETON ,522,Water or steam leak,0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
03/06/2015,64,15065064,03/06/2015 10:39:00 AM,03/06/2015 10:47:00 AM,3021 EUCLID AV,,CORRYVILLE,422,Chemical spill or leak,0,3,9,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
01/11/2015,99,15011099,01/11/2015 12:13:00 PM,01/11/2015 12:22:00 PM,0 READING RD,,ROSELAWN  ,463,"Vehicle accident, general cleanup",0,1,4,0,,0,0,1,"CINC 45237
(39.190463, -84.456023)"
07/04/2015,188,15185188,07/04/2015 10:00:00 PM,07/04/2015 10:31:00 PM,7768 KNOLLWOOD LN,,COLLEGE  H,118,"Trash or rubbish fire, contained",0,1,4,0,,0,0,1,"CINC 45232
(39.179381, -84.514335)"
02/05/2015,36,15036036,02/05/2015 07:43:00 AM,02/05/2015 08:23:00 AM,2228 WESTWOOD NORTHERN BV,,EAST  WEST,600,"Good intent call, other",0,11,36,1,2,0,0,1,"CINC 45211
(39.155126, -84.60052)"
10/09/2015,159,15282159,10/09/2015 05:40:00 PM,10/09/2015 05:49:00 PM,2279 LOTH ST,,MOUNT  AUB,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45210
(35.263302, -118.035301)"
02/16/2015,65,15047065,02/16/2015 09:35:00 AM,02/16/2015 09:44:00 AM,3955 ABINGTON AV,,NORTH AVON,744,"Detector activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45042
(39.539022, -84.40519)"
01/05/2015,142,15005142,01/05/2015 06:57:00 PM,01/05/2015 07:10:00 PM,1832 SUNSET AV,40,WEST PRICE,113,"Cooking fire, confined to container",0,11,36,1,2,0,0,1,"CINC 45238
(39.111266, -84.610187)"
08/07/2015,107,15219107,08/07/2015 01:17:00 PM,08/07/2015 01:30:00 PM,511 WALNUT ST,,C. B. D. /,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
10/12/2015,28,15285028,10/12/2015 03:54:00 AM,10/12/2015 05:05:00 AM,2865 SHAFFER AV,,WESTWOOD  ,111,Fire - Building,0,6,15,0,0,0,0,1,"CINC 45211
(39.155126, -84.60052)"
10/22/2015,180,15295180,10/22/2015 05:56:00 PM,10/22/2015 06:13:00 PM,38 MCMICKEN AV,,OVER-THE-R,331,"Lock-in (if lock out , use 511 )",0,2,8,0,,0,0,1,"CINC 45210
(35.263302, -118.035301)"
09/12/2015,87,15255087,09/12/2015 11:14:00 AM,09/12/2015 11:21:00 AM,5366 ESTE AV,,Winton Hil,740,"Unintentional transmission of alarm, other",0,3,9,0,,0,0,1,"CINC 45232
(39.179381, -84.514335)"
05/07/2015,87,15127087,05/07/2015 11:20:00 AM,05/07/2015 11:41:00 AM,5812 MADISON RD,,MADISONVIL,551,Assist police or other governmental agency,0,1,4,0,,0,0,1,"CINC 45227
(39.153655, -84.38708)"
10/23/2015,154,15296154,10/23/2015 03:47:00 PM,10/23/2015 03:58:00 PM,6027 BELMONT AV,,COLLEGE  H,730,"System malfunction, other",0,3,12,0,,0,0,1,"CINC 45224
(39.204304, -84.535924)"
03/18/2015,203,15077203,03/18/2015 08:42:00 PM,03/18/2015 08:52:00 PM,3141 WERK RD,B,WESTWOOD  ,700,"False alarm or false call, other",0,1,4,0,0,0,0,1,"CINC 45211
(39.155126, -84.60052)"
03/26/2015,77,15085077,03/26/2015 11:25:00 AM,03/26/2015 11:31:00 AM,1621 LINN ST,,WEST  END ,735,Alarm system sounded due to malfunction,0,2,8,0,,0,0,1,"CINC 45214
(39.121323, -84.540297)"
01/10/2015,83,15010083,01/10/2015 12:10:00 PM,01/10/2015 12:16:00 PM,311 STRAIGHT ST,,FAIRVIEW  ,650,"Steam, other gas mistaken for smoke, other",0,2,8,0,,0,0,1,"CINC 45220
(39.146638, -84.52059)"
07/11/2015,74,15192074,07/11/2015 11:16:00 AM,07/11/2015 11:25:00 AM,4559 PADDOCK RD,,PADDOCK  H,550,"Public service assistance, other",0,1,4,0,,1,4,1,"CINC 45229
(39.150081, -84.488259)"
08/26/2015,38,15238038,08/26/2015 04:37:00 AM,08/26/2015 04:48:00 AM,2 RMP PADDOCK RD-S75 ,,CARTHAGE  ,132,Road freight or transport vehicle fire,0,7,22,0,,0,0,1,"CINC 45216
(39.200355, -84.478118)"
10/20/2015,127,15293127,10/20/2015 03:01:00 PM,10/20/2015 04:14:00 PM,6115 ARNSBY PL,,MADISONVIL,424,Carbon monoxide incident,0,0,,0,,0,0,1,"CINC 45227
(39.153655, -84.38708)"
01/15/2015,49,15015049,01/15/2015 09:44:00 AM,01/15/2015 09:55:00 AM,21 MCMILLAN ST,,FAIRVIEW  ,740,"Unintentional transmission of alarm, other",0,2,8,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
03/27/2015,71,15086071,03/27/2015 11:11:00 AM,03/27/2015 11:19:00 AM,5343 HAMILTON AV,,COLLEGE  H,730,"System malfunction, other",0,1,4,0,,0,0,1,"CINC 45223
(39.165238, -84.547839)"
10/24/2015,82,15297082,10/24/2015 11:37:00 AM,10/24/2015 11:51:00 AM,194 FAIRBANKS AV,,SEDAMSVILL,651,"Smoke scare, odor of smoke",0,7,20,0,0,0,0,1,"CINC 45204
(39.095001, -84.574485)"
07/03/2015,178,15184178,07/03/2015 08:34:00 PM,07/03/2015 09:06:00 PM,0 PUTNAM RD,,MT.  WASHI,444,Power line down,0,1,4,0,,0,0,1,"CINC 45230
(39.075686, -84.385115)"
01/14/2015,137,15014137,01/14/2015 05:30:00 PM,01/14/2015 05:39:00 PM,750 GRAND AV,,EAST PRICE,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45204
(39.095001, -84.574485)"
06/19/2015,167,15170167,06/19/2015 06:56:00 PM,06/19/2015 07:42:00 PM,330 FOREST AV,,AVONDALE  ,113,"Cooking fire, confined to container",0,2,8,0,,0,0,1,"CINC 45229
(39.150081, -84.488259)"
08/07/2015,201,15219201,08/07/2015 07:54:00 PM,08/07/2015 08:22:00 PM,209 12TH ST,,OVER-THE-R,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
03/11/2015,163,15070163,03/11/2015 07:23:00 PM,03/11/2015 08:38:00 PM,6443 HILLSIDE AV,,SAYLER  PA,352,Extrication of victim(s) from vehicle,0,7,23,1,2,0,0,1,"CINC 45233
(39.117165, -84.666572)"
04/26/2015,68,15116068,04/26/2015 11:05:00 AM,04/26/2015 11:17:00 AM,1711 GREENVIEW PL,,BONDHILL  ,442,Overheated motor,0,1,4,0,,0,0,1,"CINC 45237
(39.190463, -84.456023)"
02/09/2015,172,15040172,02/09/2015 07:05:00 PM,02/09/2015 07:21:00 PM,4521 SPRING GROVE AV,,Spring Gro,651,"Smoke scare, odor of smoke",0,12,37,1,2,0,0,1,"CINC 45223
(39.165238, -84.547839)"
04/26/2015,31,15116031,04/26/2015 06:45:00 AM,04/26/2015 06:59:00 AM,661 DUTCH COLONY DR,,Winton Hil,736,CO detector activation due to malfunction,0,1,4,0,,0,0,1,"CINC 45232
(39.179381, -84.514335)"
06/16/2015,222,15167222,06/16/2015 11:32:00 PM,06/17/2015 12:01:00 AM,311 STRAIGHT ST,,FAIRVIEW  ,745,"Alarm system activation, no fire - unintentional",0,2,8,0,,0,0,1,"CINC 45219
(39.127363, -84.51253)"
03/26/2015,25,15085025,03/26/2015 05:31:00 AM,03/26/2015 10:59:00 PM,5516 Whetsel ,27,MADISONVIL,111,Fire - Building,4,47,113,3,3,0,0,1,"CINC 45227
(39.153655, -84.38708)"
01/22/2015,106,15022106,01/22/2015 03:36:00 PM,01/22/2015 03:49:00 PM,2483 SATURN ST,,SOUTH  FAI,911,Citizen complaint,0,1,4,0,,0,0,1,"CINC 45205
(39.109911, -84.575797)"
01/09/2015,167,15009167,01/09/2015 05:52:00 PM,01/09/2015 06:12:00 PM,0 I75 ,,WEST  END ,550,"Public service assistance, other",0,3,12,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
10/03/2015,161,15276161,10/03/2015 05:54:00 PM,10/03/2015 06:12:00 PM,7731 NEWBEDFORD AV,,ROSELAWN  ,651,"Smoke scare, odor of smoke",0,1,4,0,0,0,0,1,"CINC 45237
(39.190463, -84.456023)"
08/09/2015,75,15221075,08/09/2015 10:48:00 AM,08/09/2015 11:08:00 AM,1128 MAIN ST,,OVER-THE-R,730,"System malfunction, other",0,1,4,0,0,0,0,1,"CINC 45202
(39.107972, -84.506386)"
03/04/2015,20,15063020,03/04/2015 02:52:00 AM,03/04/2015 03:24:00 AM,3434 LINWOOD AV,,MT.  LOOKO,444,Power line down,0,1,4,0,,0,0,1,"CINC 45226
(39.115846, -84.428567)"
01/29/2015,87,15029087,01/29/2015 11:18:00 AM,01/29/2015 11:24:00 AM,6123 GLENWAY AV,,WESTWOOD  ,440,"Electrical  wiring/equipment problem, other",0,1,4,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
02/03/2015,114,15034114,02/03/2015 03:41:00 PM,02/03/2015 03:51:00 PM,3924 YEARLING CT,,WESTWOOD  ,651,"Smoke scare, odor of smoke",0,2,8,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
06/30/2015,114,15181114,06/30/2015 02:09:00 PM,06/30/2015 02:28:00 PM,3310 LAMBERT PL,,MT.  LOOKO,651,"Smoke scare, odor of smoke",0,7,23,0,0,0,0,1,"CINC 45208
(39.135494, -84.434607)"
09/05/2015,104,15248104,09/05/2015 11:44:00 AM,09/05/2015 11:56:00 AM,5150 GLENCROSSING WY,,WESTWOOD  ,511,Lock-out,0,1,4,0,,0,0,1,"CINC 45238
(39.111266, -84.610187)"
10/05/2015,195,15278195,10/05/2015 07:47:00 PM,10/05/2015 08:04:00 PM,5435 KENWOOD RD,,MADISONVIL,744,"Detector activation, no fire - unintentional",0,1,4,0,,0,0,1,"CINC 45227
(39.153655, -84.38708)"
01/03/2015,175,15003175,01/03/2015 08:14:00 PM,01/03/2015 08:28:00 PM,5682 COLERAIN AV,,MOUNT AIRY,700,"False alarm or false call, other",0,3,9,0,,0,0,1,"CINC 45224
(39.204304, -84.535924)"
03/06/2015,97,15065097,03/06/2015 01:22:00 PM,03/06/2015 01:47:00 PM,1111 SUMMIT RD,,ROSELAWN  ,550,"Public service assistance, other",0,1,4,0,,0,0,1,"CINC 45216
(39.200355, -84.478118)"
01/03/2015,111,15003111,01/03/2015 03:20:00 PM,01/03/2015 03:35:00 PM,4712 WINONA TE,,MADISONVIL,622,No incident found on arrival at dispatch address,0,3,9,0,,0,0,1,"CINC 45227
(39.153655, -84.38708)"
04/10/2015,138,15100138,04/10/2015 01:30:00 PM,04/10/2015 01:44:00 PM,272 MOHAWK ST,,OVER-THE-R,412,Gas leak (natural gas or LPG),0,3,9,0,,0,0,1,"CINC 45202
(39.107972, -84.506386)"
09/17/2015,142,15260142,09/17/2015 03:12:00 PM,09/17/2015 03:57:00 PM,1750 DENHAM ST,,NORTH FAIR,424,Carbon monoxide incident,0,1,4,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
01/07/2015,96,15007096,01/07/2015 12:41:00 PM,01/07/2015 12:53:00 PM,5129 LILLIAN DR,,BONDHILL  ,611,Dispatched & canceled en route,0,3,9,0,,1,4,1,"CINC 45237
(39.190463, -84.456023)"
05/12/2015,245,15132245,05/12/2015 09:52:00 PM,05/12/2015 10:15:00 PM,2120 BEECHMONT AV,,MT.  WASHI,651,"Smoke scare, odor of smoke",0,12,34,0,0,0,0,1,"CINC 45230
(39.075686, -84.385115)"
06/21/2015,134,15172134,06/21/2015 04:15:00 PM,06/21/2015 04:25:00 PM,3 BEECHCREST LN,,EAST WALNU,744,"Detector activation, no fire - unintentional",0,3,9,0,,0,0,1,"CINC 45207
(39.142076, -84.470461)"
03/04/2015,27,15063027,03/04/2015 04:20:00 AM,03/04/2015 04:36:00 AM,3319 WARSAW AV,B,EAST PRICE,522,Water or steam leak,0,1,4,0,,0,0,1,"CINC 45204
(39.095001, -84.574485)"
08/17/2015,247,15229247,08/17/2015 11:02:00 PM,08/17/2015 11:14:00 PM,3229 WESTBROOK DR,1,WESTWOOD  ,600,"Good intent call, other",0,3,9,0,,0,0,1,"CINC 45211
(39.155126, -84.60052)"
