AddressID,Address,City,State,ZipCode,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
37,422 River Rd, Bromley,OH, KY 41017,10,Car-Dependent,,,,
38,55 Main St, Erlanger,OH,  41018,3,Car-Dependent,,,,
39,67 Main St, Erlanger,OH,  41018,4,Car-Dependent,,,,
40,72 Main St, Erlanger,OH,  41018,4,Car-Dependent,,,,
41,82 Main St, Erlanger,OH,  41018,6,Car-Dependent,,,,
42,84 Main St, Erlanger,OH,  41018,6,Car-Dependent,,,,
43,Section Rd, Ohio,OH, USA,7,Car-Dependent,,,,
44,2203 Section Rd, Cincinnati,OH,  45237,34,Car-Dependent,,,,
45,2380 Twigwood Ln, Cincinnati,OH,  45237,15,Car-Dependent,,,,
46,2390 Section Rd, Cincinnati,OH,  45237,15,Car-Dependent,,,,
47,2400 Twigwood Ln, Cincinnati,OH,  45237,15,Car-Dependent,,,,
48,2600 Twigwood Ln, Cincinnati,OH,  45237,13,Car-Dependent,,,,
49,2601 Section Rd, Cincinnati,OH,  45237,4,Car-Dependent,,,,
50,3020 E Galbraith Rd, Cincinnati,OH,  45237,5,Car-Dependent,,,,
51,3021 Burning Tree Ln, Cincinnati,OH,  45237,2,Car-Dependent,,,,
52,3030 Glenfarm Ct, Cincinnati,OH,  45236,3,Car-Dependent,,,,
53,3033 Burning Tree Ln, Cincinnati,OH,  45237,2,Car-Dependent,,,,
54,3050 E Galbraith Rd, Cincinnati,OH,  45236,6,Car-Dependent,,,,
55,3105 Dot Dr, Cincinnati,OH,  45213,32,Car-Dependent,,,,
56,3140 E Galbraith Rd, Cincinnati,OH,  45236,7,Car-Dependent,,,,
57,3153 Dot Dr, Cincinnati,OH,  45213,24,Car-Dependent,,,,
58,3170 S Whitetree Cir, Cincinnati,OH,  45236,5,Car-Dependent,,,,
59,3172 N Farmcrest Dr, Cincinnati,OH,  45213,23,Car-Dependent,Somewhat Bikeable,15,,
60,3175 S Whitetree Cir, Cincinnati,OH,  45236,5,Car-Dependent,,,,
61,3249 Southwoods Ln, Cincinnati,OH,  45213,60,Somewhat Walkable,Somewhat Bikeable,37,,
62,3301 Fairhaven Ln, Cincinnati,OH,  45237,4,Car-Dependent,,,,
63,3305 Lamarque Dr, Cincinnati,OH,  45236,2,Car-Dependent,,,,
64,3390 Lamarque Dr, Cincinnati,OH,  45236,3,Car-Dependent,,,,
65,3430 Davis Ln, Cincinnati,OH,  45237,5,Car-Dependent,,,,
66,3686 Matson Ave, Cincinnati,OH,  45236,37,Car-Dependent,,,,
67,5045 Rollman Estates Dr, Cincinnati,OH,  45236,10,Car-Dependent,,,,
68,5075 Rollman Estates Dr, Cincinnati,OH,  45236,10,Car-Dependent,,,,
68,5075 Rollman Estates Dr, Cincinnati,OH,  45236,10,Car-Dependent,,,,
69,5124 Rollman Estates Dr, Cincinnati,OH,  45236,4,Car-Dependent,,,,
70,6670 Glen Acre Dr, Amberley,OH,  45237,3,Car-Dependent,,,,
71,6693 E Farm Acres Dr, Cincinnati,OH,  45237,19,Car-Dependent,,,,
72,6723 E Farm Acres Dr, Cincinnati,OH,  45237,19,Car-Dependent,,,,
73,6733 E Farm Acres Dr, Cincinnati,OH,  45237,19,Car-Dependent,,,,
74,6760 Beechlands Dr, Amberley,OH,  45237,7,Car-Dependent,,,,
75,6780 Meadow Ridge Ln, Cincinnati,OH,  45237,14,Car-Dependent,,,,
76,6815 Farm Acres Dr, Amberley,OH,  45237,17,Car-Dependent,,,,
77,6835 Glen Acre Dr, Amberley,OH,  45237,13,Car-Dependent,,,,
78,6990 Elbrook Ave, Cincinnati,OH,  45237,22,Car-Dependent,,,,
79,7051 W Aracoma Dr, Cincinnati,OH,  45237,3,Car-Dependent,,,,
80,7091 W Aracoma Dr, Cincinnati,OH,  45237,3,Car-Dependent,,,,
81,7100 Willowbrook Ln, Cincinnati,OH,  45237,2,Car-Dependent,,,,
82,7209 Winding Way, Cincinnati,OH,  45236,18,Car-Dependent,,,,
83,7430 E Aracoma Dr, Cincinnati,OH,  45237,3,Car-Dependent,,,,
84,7515 Fernwood Dr, Cincinnati,OH,  45237,1,Car-Dependent,,,,
85,7554 Sagamore Dr, Cincinnati,OH,  45236,32,Car-Dependent,,,,
86,7565 Elbrook Ave, Cincinnati,OH,  45237,13,Car-Dependent,,,,
87,7650 Elbrook Ave, Cincinnati,OH,  45237,1,Car-Dependent,,,,
88,7700 Gwenwyn Dr, Cincinnati,OH,  45236,32,Car-Dependent,,,,
89,7716 Creekwood Ln, Cincinnati,OH,  45237,3,Car-Dependent,,,,
90,7801 Gwenwyn Dr, Cincinnati,OH,  45236,32,Car-Dependent,,,,
91,7824 Sagamore Dr, Cincinnati,OH,  45236,28,Car-Dependent,,,,
92,7870 Sagamore Dr, Cincinnati,OH,  45236,28,Car-Dependent,,,,
93,7980 Springvalley Dr, Cincinnati,OH,  45236,4,Car-Dependent,,,,
94,8072 Sagamore Dr, Cincinnati,OH,  45236,37,Car-Dependent,,,,
95,8075 Sagamore Dr, Cincinnati,OH,  45236,37,Car-Dependent,,,,
96,8260 Ridge Rd, Cincinnati,OH,  45236,9,Car-Dependent,,,,
97,8420 Springvalley Dr, Cincinnati,OH,  45236,3,Car-Dependent,,,,
98,8520 Lynnehaven Dr, Cincinnati,OH,  45236,11,Car-Dependent,,,,
99,8575 Lynnehaven Dr, Cincinnati,OH,  45236,6,Car-Dependent,,,,
100,9091 Ambercreek Dr, Cincinnati,OH,  45237,4,Car-Dependent,,,,
101,Anderson Oaks Dr, Anderson Township,OH,  45255,51,Somewhat Walkable,,,,
102,Apple Farm Ln, Anderson Township,OH,  45230,5,Car-Dependent,,,,
103,Apple Hill Rd, Ohio 45230,OH, USA,11,Car-Dependent,Somewhat Bikeable,1,,
104,Ashton Ct, Dry Run,OH,  45244,4,Car-Dependent,,,,
105,Ayers Rd, Coldstream,OH,  45255,0,Car-Dependent,,,,
106,Berkshire Rd, Cincinnati,OH,  45230,32,Car-Dependent,Somewhat Bikeable,23,,
107,Clyde's Crossing, Dry Run,OH,  45244,3,Car-Dependent,,,,
108,1st Ave, Anderson Township,OH,  45244,4,Car-Dependent,,,,
109,Forest Rd, Anderson Township,OH, ,11,Car-Dependent,,,,
110,Grand Oaks Dr, Anderson Township,OH,  45255,32,Car-Dependent,,,,
111,Grand Oaks Dr, Anderson Township,OH,  45255,32,Car-Dependent,,,,
112,Hickorycreek Dr, Dry Run,OH,  45244,2,Car-Dependent,,,,
113,Ivy Trails Dr, Ohio 45244,OH, USA,17,Car-Dependent,,,,
114,Kellogg Rd, Cincinnati,OH,  45255,4,Car-Dependent,,,,
115,Markley Rd, Anderson Township,OH,  45230,18,Car-Dependent,,,,
116,Meadowcreek Dr, Dry Run,OH,  45244,11,Car-Dependent,,,,
117,Meadowcreek Dr, Dry Run,OH,  45244,11,Car-Dependent,,,,
118,Morning Watch, Dry Run,OH,  45244,1,Car-Dependent,,,,
119,Mt Carmel Rd, Ohio 45244,OH, USA,6,Car-Dependent,,,,
120,Pearl St, Reading,OH,  45215,79,Very Walkable,,,,
121,Phillips Rd, Anderson Township,OH,  45230,21,Car-Dependent,,,,
122,Pointe Pl, Dry Run,OH,  45244,3,Car-Dependent,,,,
123,Pointe Pl, Dry Run,OH,  45244,3,Car-Dependent,,,,
126,Round Bottom Rd, Cincinnati,OH,  45244,6,Car-Dependent,,,,
127,Salem Rd, Cincinnati,OH,  45230,14,Car-Dependent,Somewhat Bikeable,24,,
128,Signal Hill Ln, Anderson Township,OH,  45244,20,Car-Dependent,,,,
129,Stonegate Dr, Anderson Township,OH,  45255,44,Car-Dependent,,,,
130,Stonington Rd, Cincinnati,OH,  45230,19,Car-Dependent,,,,
131,Stonington Rd, Cincinnati,OH,  45230,19,Car-Dependent,,,,
132,Trailview Ct, Ohio 45244,OH, USA,15,Car-Dependent,,,,
133,1001 Chestnut Ln, Cincinnati,OH,  45230,2,Car-Dependent,,,,
134,1007 Artwood Dr, Cincinnati,OH,  45230,27,Car-Dependent,,,,
135,1007 Wittshire Ln, Cincinnati,OH,  45255,28,Car-Dependent,,,,
136,1009 Nimitz Ln, Cincinnati,OH,  45230,13,Car-Dependent,,,,
137,1014 Artwood Dr, Cincinnati,OH,  45230,23,Car-Dependent,,,,
138,1018 Eastland Terrace, Cincinnati,OH,  45230,26,Car-Dependent,,,,
139,1023 Eversole Rd, Cincinnati,OH,  45230,6,Car-Dependent,,,,
140,1027 Alnetta Dr, Cincinnati,OH,  45230,36,Car-Dependent,,,,
141,1030 Chestnut Ln, Cincinnati,OH,  45230,4,Car-Dependent,,,,
142,1031 Wittshire Cir, Cincinnati,OH,  45255,40,Car-Dependent,,,,
143,1032 Sutton Rd, Cincinnati,OH,  45230,17,Car-Dependent,,,,
144,1034 Maycliffe Pl, Cincinnati,OH,  45230,44,Car-Dependent,,,,
145,1035 Lanette Dr, Cincinnati,OH,  45230,38,Car-Dependent,,,,
146,1043 Birney Ln, Cincinnati,OH,  45230,36,Car-Dependent,,,,
147,1044 Beacon St, Cincinnati,OH,  45230,34,Car-Dependent,,,,
148,1050 Burns Ave, Cincinnati,OH,  45230,32,Car-Dependent,,,,
149,1050 Stormy Way, Cincinnati,OH,  45230,37,Car-Dependent,,,,
150,1056 Oysterbay Dr, Cincinnati,OH,  45255,50,Somewhat Walkable,,,,
151,1058 4 Mile Rd, Cincinnati,OH,  45230,20,Car-Dependent,,,,
152,1060 Burns Ave, Cincinnati,OH,  45230,32,Car-Dependent,,,,
153,1069 Shangrila Dr, Cincinnati,OH,  45230,62,Somewhat Walkable,,,,
154,1070 White Pine Ct, Cincinnati,OH,  45255,41,Car-Dependent,,,,
156,1075 Stratford Hill Dr, Cincinnati,OH,  45230,41,Car-Dependent,,,,
157,1077 Wittshire Cir, Cincinnati,OH,  45255,40,Car-Dependent,,,,
158,1079 Holz Ave, Cincinnati,OH,  45230,29,Car-Dependent,,,,
159,1080 Witt Rd, Cincinnati,OH,  45255,42,Car-Dependent,,,,
160,1080 Wittshire Ln, Cincinnati,OH,  45255,52,Somewhat Walkable,,,,
161,1083 Baytree Ct, Cincinnati,OH,  45230,41,Car-Dependent,,,,
162,1083 Birney Ln, Cincinnati,OH,  45230,36,Car-Dependent,,,,
163,1087 Brooke Ave, Cincinnati,OH,  45230,45,Car-Dependent,,,,
164,1087 Bruce Ave, Cincinnati,OH,  45230,39,Car-Dependent,,,,
165,1092 Alnetta Dr, Cincinnati,OH,  45230,20,Car-Dependent,,,,
166,1093 Shangrila Dr, Cincinnati,OH,  45230,50,Car-Dependent,,,,
167,1094 White Pine Ct, Cincinnati,OH,  45255,48,Car-Dependent,,,,
168,1096 Joetta Dr, Cincinnati,OH,  45230,45,Car-Dependent,,,,
169,1096 Stormy Way, Cincinnati,OH,  45230,42,Car-Dependent,,,,
170,1100 8 Mile Rd, Cincinnati,OH,  45255,56,Somewhat Walkable,,,,
171,1101 Hawkstone Dr, Cincinnati,OH,  45230,11,Car-Dependent,,,,
172,1102 Markley Rd, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
173,1104 Sutton Rd, Cincinnati,OH,  45230,20,Car-Dependent,,,,
174,1105 Rosetree Ln, Cincinnati,OH,  45230,38,Car-Dependent,,,,
175,1107 Wittshire Ln, Cincinnati,OH,  45255,46,Car-Dependent,,,,
176,1109 Brooke Ave, Cincinnati,OH,  45230,45,Car-Dependent,,,,
177,1109 Wittshire Ln, Cincinnati,OH,  45255,46,Car-Dependent,,,,
178,1112 Stream Ridge Ln, Cincinnati,OH,  45255,18,Car-Dependent,,,,
179,1115 Stream Ridge Ln, Cincinnati,OH,  45255,18,Car-Dependent,,,,
180,1117 Lanette Dr, Cincinnati,OH,  45230,44,Car-Dependent,,,,
181,1120 Coventry Woods Dr, Cincinnati,OH,  45230,11,Car-Dependent,Somewhat Bikeable,1,,
182,1120 Markley Rd, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
183,1122 Brooke Ave, Cincinnati,OH,  45230,45,Car-Dependent,,,,
184,1123 Asbury Rd, Cincinnati,OH,  45255,65,Somewhat Walkable,,,,
185,1125 Wittshire Ln, Cincinnati,OH,  45255,46,Car-Dependent,,,,
186,1129 Stream Ridge Ln, Cincinnati,OH,  45255,18,Car-Dependent,,,,
187,1131 White Pine Ct, Cincinnati,OH,  45255,60,Somewhat Walkable,,,,
188,1135 Wilshire Ave, Cincinnati,OH,  45230,26,Car-Dependent,,,,
189,1136 Kingscove Way, Cincinnati,OH,  45230,33,Car-Dependent,,,,
190,1138 Joetta Dr, Cincinnati,OH,  45230,45,Car-Dependent,,,,
191,1138 White Pine Ct, Cincinnati,OH,  45255,50,Somewhat Walkable,,,,
192,1142 Beacon St, Cincinnati,OH,  45230,48,Car-Dependent,,,,
193,1143 Wilshire Ave, Cincinnati,OH,  45230,26,Car-Dependent,,,,
194,1145 Wilshire Ave, Cincinnati,OH,  45230,26,Car-Dependent,,,,
195,1148 Stormy Way, Cincinnati,OH,  45230,44,Car-Dependent,Somewhat Bikeable,33,,
196,1149 Hawkstone Dr, Cincinnati,OH,  45230,18,Car-Dependent,,,,
197,1150 Brooke Ave, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
198,1155 Immaculate Ln, Cincinnati,OH,  45255,53,Somewhat Walkable,,,,
199,1155 Nordyke Rd, Cincinnati,OH,  45255,60,Somewhat Walkable,,,,
200,1162 Thornwood Cir, Cincinnati,OH,  45230,28,Car-Dependent,,,,
201,1163 Witt Rd, Cincinnati,OH,  45255,71,Very Walkable,,,,
202,1171 Witt Rd, Cincinnati,OH,  45255,71,Very Walkable,,,,
203,1172 Brooke Ave, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
204,1173 Hawkstone Dr, Cincinnati,OH,  45230,18,Car-Dependent,,,,
205,1174 Shangrila Dr, Cincinnati,OH,  45230,58,Somewhat Walkable,,,,
206,1175 Bruce Ave, Cincinnati,OH,  45230,45,Car-Dependent,,,,
207,1177 Witt Rd, Cincinnati,OH,  45255,71,Very Walkable,,,,
208,1179 Shangrila Dr, Cincinnati,OH,  45230,55,Somewhat Walkable,,,,
209,1182 Ayershire Ave, Cincinnati,OH,  45230,42,Car-Dependent,Somewhat Bikeable,39,,
210,1186 Alnetta Dr, Cincinnati,OH,  45230,50,Somewhat Walkable,,,,
211,1215 Bondick Ct, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
212,1223 Birney Ln, Cincinnati,OH,  45230,34,Car-Dependent,Somewhat Bikeable,35,,
213,1227 Schirmer Ave, Cincinnati,OH,  45230,51,Somewhat Walkable,,,,
214,1242 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
215,1243 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
216,1248 Bondick Ct, Cincinnati,OH,  45230,44,Car-Dependent,,,,
217,1250 Coventry Woods Dr, Cincinnati,OH,  45230,10,Car-Dependent,,,,
218,1261 Nagel Rd, Cincinnati,OH,  45255,62,Somewhat Walkable,,,,
219,1274 Coolidge Ave, Cincinnati,OH,  45230,48,Car-Dependent,,,,
220,1280 Ramblinghills Dr, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
221,1280 Wolfangel Rd, Cincinnati,OH,  45255,70,Very Walkable,,,,
222,1286 Mayland Dr, Cincinnati,OH,  45230,23,Car-Dependent,Somewhat Bikeable,35,,
223,1300 Ramblinghills Dr, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
224,1302 Crotty Ct, Cincinnati,OH,  45255,68,Somewhat Walkable,,,,
225,1303 Crotty Ct, Cincinnati,OH,  45255,68,Somewhat Walkable,,,,
226,1306 8 Mile Rd, Cincinnati,OH,  45255,65,Somewhat Walkable,,,,
227,1307 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
228,1311 Schirmer Ave, Cincinnati,OH,  45230,44,Car-Dependent,,,,
229,1315 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
230,1316 Voll Rd, Cincinnati,OH,  45230,31,Car-Dependent,,,,
231,1327 Schirmer Ave, Cincinnati,OH,  45230,52,Somewhat Walkable,Somewhat Bikeable,39,,
232,1330 Schirmer Ave, Cincinnati,OH,  45230,52,Somewhat Walkable,Somewhat Bikeable,44,,
233,1334 Collinsdale Ave, Cincinnati,OH,  45230,50,Car-Dependent,,,,
234,1339 Beacon St, Cincinnati,OH,  45230,38,Car-Dependent,Somewhat Bikeable,39,,
235,1339 Birney Ln, Cincinnati,OH,  45230,28,Car-Dependent,Somewhat Bikeable,41,,
236,1343 Ramblinghills Dr, Cincinnati,OH,  45230,52,Somewhat Walkable,,,,
237,1345 Washington Cir, Cincinnati,OH,  45255,61,Somewhat Walkable,,,,
238,1350 Washington Cir, Cincinnati,OH,  45255,61,Somewhat Walkable,,,,
239,1352 Stanley Rd, Cincinnati,OH,  45230,39,Car-Dependent,,,,
240,1368 Plazaview Ct, Cincinnati,OH,  45255,63,Somewhat Walkable,,,,
241,1380 Grand Oaks Dr, Cincinnati,OH,  45255,17,Car-Dependent,,,,
242,1380 Plazaview Ct, Cincinnati,OH,  45255,63,Somewhat Walkable,,,,
243,1386 Washington Cir, Cincinnati,OH,  45255,58,Somewhat Walkable,,,,
244,1388 Nagel Rd, Cincinnati,OH,  45255,54,Somewhat Walkable,,,,
245,1391 Dyer Ave, Cincinnati,OH,  45230,38,Car-Dependent,Somewhat Bikeable,39,,
246,1393 Crotty Ct, Cincinnati,OH,  45255,47,Car-Dependent,,,,
247,1394 Ramblinghills Dr, Cincinnati,OH,  45230,37,Car-Dependent,,,,
248,1399 Collinsdale Ave, Cincinnati,OH,  45230,44,Car-Dependent,,,,
249,1404 Grand Oaks Dr, Cincinnati,OH,  45255,17,Car-Dependent,,,,
250,1410 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,Somewhat Bikeable,44,,
251,1411 Grand Oaks Dr, Cincinnati,OH,  45255,18,Car-Dependent,,,,
252,1419 Beacon St, Cincinnati,OH,  45230,52,Somewhat Walkable,Somewhat Bikeable,45,,
253,1423 Castleberry Ct, Cincinnati,OH,  45255,26,Car-Dependent,,,,
254,1431 Apple Farm Ln, Cincinnati,OH,  45230,4,Car-Dependent,,,,
255,1432 Apple Hill Rd, Cincinnati,OH,  45230,6,Car-Dependent,,,,
256,1456 Collinsdale Ave, Cincinnati,OH,  45230,39,Car-Dependent,,,,
257,1464 Grand Oaks Dr, Cincinnati,OH,  45255,32,Car-Dependent,,,,
258,1466 Montegor Dr, Cincinnati,OH,  45230,15,Car-Dependent,,,,
259,1477 Larry Joe Dr, Cincinnati,OH,  45230,25,Car-Dependent,,,,
260,1478 Larry Joe Dr, Cincinnati,OH,  45230,25,Car-Dependent,,,,
261,1480 Grand Oaks Dr, Cincinnati,OH,  45255,32,Car-Dependent,,,,
262,1487 8 Mile Rd, Cincinnati,OH,  45255,52,Somewhat Walkable,,,,
263,1489 Verdale Dr, Cincinnati,OH,  45230,15,Car-Dependent,,,,
264,1491 Montegor Dr, Cincinnati,OH,  45230,15,Car-Dependent,,,,
265,1496 Burr Oak Dr, Cincinnati,OH,  45255,51,Somewhat Walkable,,,,
266,1496 Sigma Cir, Cincinnati,OH,  45255,44,Car-Dependent,,,,
267,1510 Oldbridge Rd, Cincinnati,OH,  45230,15,Car-Dependent,,,,
268,1515 Paddison Trails Dr, Cincinnati,OH,  45230,15,Car-Dependent,,,,
269,1518 Cohasset Dr, Cincinnati,OH,  45255,48,Car-Dependent,,,,
270,1521 Paddison Trails Dr, Cincinnati,OH,  45230,15,Car-Dependent,,,,
271,1530 Paddison Trails Dr, Cincinnati,OH,  45230,18,Car-Dependent,,,,
272,1536 Paddison Trails Dr, Cincinnati,OH,  45230,18,Car-Dependent,,,,
273,1540 Huntcrest Dr, Cincinnati,OH,  45255,13,Car-Dependent,,,,
274,1542 Vancross Ct, Cincinnati,OH,  45230,1,Car-Dependent,,,,
275,1545 Huntcrest Dr, Cincinnati,OH,  45255,32,Car-Dependent,,,,
276,1551 Laval Dr, Cincinnati,OH,  45255,48,Car-Dependent,,,,
277,1555 Sharjoy Ct, Mt Washington,OH,  45230,4,Car-Dependent,Somewhat Bikeable,21,,
278,1557 Citadel Pl, Cincinnati,OH,  45255,39,Car-Dependent,,,,
279,1559 Montegor Dr, Cincinnati,OH,  45230,20,Car-Dependent,,,,
280,1559 Summithills Dr, Cincinnati,OH,  45255,37,Car-Dependent,,,,
281,1566 Collinsdale Ave, Cincinnati,OH,  45230,35,Car-Dependent,,,,
282,1578 Citadel Pl, Cincinnati,OH,  45255,39,Car-Dependent,,,,
283,1581 Nagel Rd, Cincinnati,OH,  45255,32,Car-Dependent,,,,
284,1582 Laval Dr, Cincinnati,OH,  45255,37,Car-Dependent,,,,
285,1586 Citadel Pl, Cincinnati,OH,  45255,39,Car-Dependent,,,,
286,1597 Blueorchard Dr, Cincinnati,OH,  45230,26,Car-Dependent,,,,
287,1600 Braintree Dr, Cincinnati,OH,  45255,34,Car-Dependent,,,,
288,1602 Turquoise Dr, Cincinnati,OH,  45255,39,Car-Dependent,,,,
289,1607 Braintree Dr, Cincinnati,OH,  45255,34,Car-Dependent,,,,
290,1611 Beechshire Dr, Cincinnati,OH,  45255,14,Car-Dependent,,,,
291,1611 Braintree Dr, Cincinnati,OH,  45255,34,Car-Dependent,,,,
292,1614 Braintree Dr, Cincinnati,OH,  45255,34,Car-Dependent,,,,
293,1618 Muskegon Dr, Cincinnati,OH,  45255,36,Car-Dependent,,,,
294,1619 Clemson Cir, Cincinnati,OH,  45255,25,Car-Dependent,,,,
295,1624 Cohasset Dr, Cincinnati,OH,  45255,39,Car-Dependent,,,,
296,1631 Braintree Dr, Cincinnati,OH,  45255,34,Car-Dependent,,,,
297,1636 McCabe Ln, Cincinnati,OH,  45255,32,Car-Dependent,,,,
298,1659 Rockhurst Ln, Cincinnati,OH,  45255,29,Car-Dependent,,,,
299,1660 Collinspark Ct, Cincinnati,OH,  45230,26,Car-Dependent,,,,
300,1662 Pinebluff Ln, Cincinnati,OH,  45255,27,Car-Dependent,,,,
301,1670 Emerald Glade Ln, Cincinnati,OH,  45255,33,Car-Dependent,,,,
302,1672 McCabe Ln, Cincinnati,OH,  45255,23,Car-Dependent,,,,
303,1672 Robinway Dr, Cincinnati,OH,  45230,11,Car-Dependent,,,,
304,1677 Citadel Pl, Cincinnati,OH,  45255,27,Car-Dependent,,,,
305,1679 Emerald Glade Ln, Cincinnati,OH,  45255,33,Car-Dependent,,,,
306,1680 Grandle Ct, Cincinnati,OH,  45230,28,Car-Dependent,,,,
307,1680 McCabe Ln, Cincinnati,OH,  45255,23,Car-Dependent,,,,
308,1681 Eastwind Ct, Cincinnati,OH,  45230,21,Car-Dependent,,,,
309,1684 Emerald Glade Ln, Cincinnati,OH,  45255,33,Car-Dependent,,,,
310,1685 Emerald Glade Ln, Cincinnati,OH,  45255,33,Car-Dependent,,,,
311,1688 Eastwind Ct, Cincinnati,OH,  45230,26,Car-Dependent,,,,
312,1689 Summithills Dr, Cincinnati,OH,  45255,29,Car-Dependent,,,,
313,1690 Clemson Cir, Cincinnati,OH,  45255,26,Car-Dependent,,,,
314,1698 Tonopah Dr, Cincinnati,OH,  45255,29,Car-Dependent,,,,
315,170 Asbury Rd, Cincinnati,OH,  45255,0,Car-Dependent,,,,
316,1703 Grandle Ct, Cincinnati,OH,  45230,20,Car-Dependent,,,,
317,1709 Collinsdale Ave, Cincinnati,OH,  45230,33,Car-Dependent,,,,
318,1711 Pinebluff Ln, Cincinnati,OH,  45255,24,Car-Dependent,,,,
319,1711 Summithills Dr, Cincinnati,OH,  45255,24,Car-Dependent,,,,
320,1713 Hilltree Dr, Cincinnati,OH,  45255,28,Car-Dependent,,,,
321,1719 Robinway Dr, Cincinnati,OH,  45230,12,Car-Dependent,,,,
322,1723 Pinebluff Ln, Cincinnati,OH,  45255,24,Car-Dependent,,,,
323,1725 Rockhurst Ln, Cincinnati,OH,  45255,27,Car-Dependent,,,,
324,1729 Friartuck Ln, Cincinnati,OH,  45230,12,Car-Dependent,,,,
325,1737 Stonehouse Ln, Cincinnati,OH,  45255,21,Car-Dependent,,,,
326,1739 Grandle Ct, Cincinnati,OH,  45230,20,Car-Dependent,,,,
327,1745 Pinebluff Ln, Cincinnati,OH,  45255,24,Car-Dependent,,,,
328,1745 Stonehouse Ln, Cincinnati,OH,  45255,21,Car-Dependent,,,,
329,1753 Citadel Pl, Cincinnati,OH,  45255,25,Car-Dependent,,,,
330,1755 Robinway Dr, Cincinnati,OH,  45230,12,Car-Dependent,,,,
331,1757 Emerald Glade Ln, Cincinnati,OH,  45255,26,Car-Dependent,,,,
332,1771 Fireside Dr, Cincinnati,OH,  45255,27,Car-Dependent,,,,
333,1772 Loisdale Ct, Cincinnati,OH,  45255,14,Car-Dependent,,,,
334,1774 Woodpine Ln, Cincinnati,OH,  45255,24,Car-Dependent,,,,
335,1792 Berkshire Club Dr, Cincinnati,OH,  45230,29,Car-Dependent,Somewhat Bikeable,25,,
336,1800 Lindsey Ln, Cincinnati,OH,  45230,19,Car-Dependent,Somewhat Bikeable,19,,
337,1810 Wolfangel Rd, Cincinnati,OH,  45255,26,Car-Dependent,,,,
338,1818 Berkshire Club Dr, Cincinnati,OH,  45230,29,Car-Dependent,Somewhat Bikeable,25,,
