"id","street","zipcode","lat","long","walkscore","walkscoredesc","dist","cell_id","lat_cell","long_cell","hood","hood_id","State","County","City","Name","RegionID"
407,"SHIRLEY DR","45217",39.1538829,-84.5054433,36,"Car-Dependent",0.191535367197781,610047,39.1547457269195,-84.5053821787281,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
408,"ERKENBRECHER AVE","45220",39.1421011,-84.5082703,62,"Somewhat Walkable",0.240971455299897,620041,39.1412463693288,-84.5076413916659,"Corryville",200172,"OH","Hamilton","Cincinnati","Avondale","199345"
409,"TOWER ST","45220",39.146317,-84.512394,61,"Somewhat Walkable",0.262139833411969,640043,39.1457475508701,-84.5121598175877,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
411,"BAXTER AVE","45220",39.1500736,-84.5037224,32,"Car-Dependent",0.085732679306148,600045,39.150245025141,-84.5031229658751,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
413,"WUEST ST","45217",39.162541,-84.505027,68,"Somewhat Walkable",0.120837948145494,610050,39.1614957328021,-84.5053821787121,"Clifton",200052,"OH","Hamilton","Cincinnati","Clifton","200052"
414,"LANDON CT","45229",39.141472,-84.499553,42,"Car-Dependent",0.24526805526546,580041,39.1412434908726,-84.4986045403135,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
415,"GLEN ESTE","45217",39.1548805,-84.5042551,3,"Car-Dependent",0.191535367197781,610047,39.1547457269195,-84.5053821787281,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
416,"VERNON PL","45219",39.1336914,-84.4992562,74,"Very Walkable",0.0969704727117949,580038,39.1344934850787,-84.4986045403314,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
417,"BURNET AVE","45219",39.133904,-84.500745,73,"Very Walkable",0.0978504782662892,590038,39.1344942700738,-84.5008637530982,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
418,"READING RD","45206",39.1336107,-84.4966742,63,"Somewhat Walkable",0.097089458559694,570038,39.1344926564727,-84.4963453276164,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
419,"NORTHERN AVE","45229",39.1436856,-84.5023293,61,"Somewhat Walkable",0.208945364456802,600042,39.1434950192813,-84.5031229658917,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
420,"SAVOY PL","45229",39.135373,-84.495489,71,"Very Walkable",0.097089458559694,570038,39.1344926564727,-84.4963453276164,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
421,"BORRMAN AVE","45229",39.1356754,-84.4947554,71,"Very Walkable",0.272869348128918,560039,39.1367417861603,-84.4940861149495,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
422,"VAN BUREN","45229",39.136517,-84.494283,67,"Somewhat Walkable",0.272869348128918,560039,39.1367417861603,-84.4940861149495,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
423,"HARVEY AVE","45229",39.1393912,-84.4980679,70,"Somewhat Walkable",0.215815075653902,580040,39.138993488942,-84.4986045403194,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
424,"FREDONIA AVE","45229",39.138937,-84.490886,57,"Somewhat Walkable",0.215976014295752,550040,39.1389908722064,-84.4918269023396,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
425,"DREXEL PL","45229",39.1402676,-84.4898001,47,"Car-Dependent",0.246219113799272,540041,39.141239914609,-84.4895676897896,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
426,"ROCKDALE AVE","45229",39.1454847,-84.5011021,58,"Somewhat Walkable",0.286090416769721,590043,39.1457442797907,-84.5008637530694,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
428,"HEARNE AVE","45229",39.142642,-84.501278,66,"Somewhat Walkable",0.211264076891002,590042,39.1434942778487,-84.5008637530751,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
429,"LARONA AVE","45229",39.144361,-84.504555,61,"Somewhat Walkable",0.266702315144099,610042,39.1434957171003,-84.5053821787546,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
430,"HALLWOOD PL","45229",39.1408521,-84.4963878,67,"Somewhat Walkable",0.220662161658291,570041,39.1412426622261,-84.4963453275978,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
431,"HARTFORD ST","45229",39.1416178,-84.4898867,59,"Somewhat Walkable",0.246219113799272,540041,39.141239914609,-84.4895676897896,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
433,"RUTHER AVE","45220",39.1442781,-84.5122767,71,"Very Walkable",0.283332253941169,640042,39.1434975488749,-84.5121598175923,"Clifton",200052,"OH","Hamilton","Cincinnati","Clifton","200052"
434,"VINE ST","45220",39.1440348,-84.5106055,64,"Somewhat Walkable",0.230872019362235,630042,39.1434969818971,-84.5099006046077,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
435,"BELDARE AVE","45220",39.1455146,-84.5115763,56,"Somewhat Walkable",0.262139833411969,640043,39.1457475508701,-84.5121598175877,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
436,"MAGILL AVE","45229",39.145306,-84.484374,53,"Somewhat Walkable",0.249018694905461,520043,39.1457378684751,-84.48504926488,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
437,"IRVING ST","45220",39.147699,-84.50765,39,"Car-Dependent",0.122394589596075,620044,39.1479963752567,-84.5076413916507,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
438,"PURDUE ST","45220",39.1475146,-84.5068261,45,"Car-Dependent",0.122394589596075,620044,39.1479963752567,-84.5076413916507,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
439,"VAN ANTWERP","45229",39.146569,-84.493432,53,"Somewhat Walkable",0.254709963600105,560043,39.1457417937703,-84.494086114924,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
440,"HAVEN ST","45220",39.147461,-84.505045,38,"Car-Dependent",0.182094445843839,610044,39.1479957210302,-84.505382178744,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
441,"LOSSING ST","45220",39.1498033,-84.5091716,33,"Car-Dependent",0.217083431461541,630045,39.1502469878526,-84.5099006045931,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
442,"WILSON AVE","45229",39.1473757,-84.5023703,65,"Somewhat Walkable",0.121893613115787,600044,39.1479950231886,-84.5031229658807,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
443,"GLENWOOD PL","45229",39.146548,-84.4856914,51,"Somewhat Walkable",0.249018694905461,520043,39.1457378684751,-84.48504926488,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
444,"EDEN AVE","45229",39.1476266,-84.5033946,43,"Car-Dependent",0.121893613115787,600044,39.1479950231886,-84.5031229658807,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
445,"ALASKA AVE","45229",39.1474952,-84.4993176,49,"Car-Dependent",0.03946457265209,580044,39.14799349666,-84.4986045402955,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
446,"BOGART AVE","45229",39.1472184,-84.4922033,42,"Car-Dependent",0.114483107698311,550044,39.1479908797539,-84.4918269023133,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
447,"DICK ST","45220",39.148348,-84.505813,38,"Car-Dependent",0.182094445843839,610044,39.1479957210302,-84.505382178744,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
448,"WASHINGTON AVE","45229",39.148082,-84.494404,71,"Very Walkable",0.121298005789583,560044,39.147991795671,-84.4940861149176,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
449,"EATON LN","45229",39.151272,-84.4910915,33,"Car-Dependent",0.0861746461832507,550045,39.150240881639,-84.4918269023067,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
450,"ALTER PL","45229",39.1506822,-84.4891341,40,"Car-Dependent",0.0886068094474679,540045,39.1502399220911,-84.4895676897624,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
451,"CANYON DR","45217",39.152204,-84.5012025,23,"Car-Dependent",0.16888449183083,590046,39.1524942856119,-84.5008637530521,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
452,"FOREST PARK","45229",39.1506782,-84.4996866,38,"Car-Dependent",0.0824066568391805,580045,39.1502434985876,-84.4986045402896,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
453,"BONFIELD DR","45220",39.1504479,-84.5030669,38,"Car-Dependent",0.085732679306148,600045,39.150245025141,-84.5031229658751,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
454,"ALASKA CT","45229",39.1507911,-84.4965927,44,"Car-Dependent",0.0914190060788679,570045,39.1502426698872,-84.4963453275731,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
456,"DUNKIRK ST","45220",39.152658,-84.505517,18,"Car-Dependent",0.18002543117562,610046,39.1524957249571,-84.5053821787334,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
457,"WALLS ST","45217",39.1542505,-84.5057198,36,"Car-Dependent",0.191535367197781,610047,39.1547457269195,-84.5053821787281,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
458,"SPRING HOUSE","45217",39.1557275,-84.5007313,12,"Car-Dependent",0.169366106435337,590047,39.1547442875509,-84.5008637530463,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
459,"EDGE HILL","45229",39.153874,-84.492367,23,"Car-Dependent",0.179959518428401,550047,39.154740885407,-84.4918269022935,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
460,"KESSLER AVE","45217",39.162361,-84.506807,59,"Somewhat Walkable",0.113594808667748,620050,39.1614963870924,-84.5076413916202,"Clifton",200052,"OH","Hamilton","Cincinnati","Clifton","200052"
461,"MAPLE AVE","45229",39.1424484,-84.4979749,39,"Car-Dependent",0.209234645577975,580042,39.1434934928025,-84.4986045403075,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
462,"W MITCHELL","45217",39.160089,-84.505342,62,"Somewhat Walkable",0.108098200448433,610049,39.159245730842,-84.5053821787174,"Clifton",200052,"OH","Hamilton","Cincinnati","Clifton","200052"
463,"CAMDEN AVE","45229",39.154195,-84.498747,34,"Car-Dependent",0.183231100407838,580047,39.1547435024408,-84.4986045402776,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
464,"HICKORY ST","45229",39.1437639,-84.4974428,67,"Somewhat Walkable",0.206589721811021,570042,39.1434926641425,-84.4963453275916,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
465,"HICKMAN AVE","45229",39.137331,-84.497778,73,"Very Walkable",0.273949462740352,580039,39.1367434870107,-84.4986045403254,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
467,"HALE AVE","45229",39.1405781,-84.4970229,67,"Somewhat Walkable",0.220662161658291,570041,39.1412426622261,-84.4963453275978,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
468,"BLAIR AVE","45229",39.1406477,-84.486923,47,"Car-Dependent",0.274545922698242,530041,39.1412389115107,-84.487308477309,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
469,"RIDGEWAY AVE","45229",39.1381385,-84.4972893,38,"Car-Dependent",0.27862061632723,570040,39.1389926603091,-84.496345327604,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
470,"CARPLIN PL","45229",39.1387734,-84.4961419,67,"Somewhat Walkable",0.27862061632723,570040,39.1389926603091,-84.496345327604,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
471,"PROSPECT PL","45229",39.143441,-84.49541,70,"Somewhat Walkable",0.206589721811021,570042,39.1434926641425,-84.4963453275916,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
472,"GHOLSON AVE","45229",39.1496902,-84.4943181,42,"Car-Dependent",0.0821834483436271,560045,39.150241797571,-84.4940861149112,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
473,"LINCOLN AVE","45206",39.1330389,-84.495356,86,"Very Walkable",0.17729852949957,570037,39.1322426545535,-84.4963453276225,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
474,"MELISH PL","45206",39.134322,-84.4942559,77,"Very Walkable",0.0947174347116547,560038,39.134491784256,-84.4940861149559,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
475,"N FRED","45229",39.153914,-84.491615,23,"Car-Dependent",0.179959518428401,550047,39.154740885407,-84.4918269022935,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
476,"GREENWOOD AVE","45229",39.152912,-84.490321,31,"Car-Dependent",0.146891926467928,540046,39.1524899239599,-84.4895676897556,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
477,"S FRED","45229",39.1515159,-84.4899843,33,"Car-Dependent",0.146891926467928,540046,39.1524899239599,-84.4895676897556,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
478,"WHITTIER ST","45229",39.137292,-84.494341,67,"Somewhat Walkable",0.272869348128918,560039,39.1367417861603,-84.4940861149495,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
479,"WEHRMAN AVE","45229",39.136303,-84.492595,58,"Somewhat Walkable",0.26764369578355,550039,39.1367408703177,-84.4918269023462,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
481,"CLEVELAND AVE","45229",39.141909,-84.4915,66,"Somewhat Walkable",0.260103545379499,550041,39.1412408740943,-84.491826902333,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
482,"HUTCHINS AVE","45229",39.145365,-84.489526,54,"Somewhat Walkable",0.247088266880712,540043,39.1457399183515,-84.489567689776,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
483,"WINDHAM AVE","45229",39.143074,-84.490561,60,"Somewhat Walkable",0.209601318657296,540042,39.1434899164806,-84.4895676897828,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
484,"LEXINGTON AVE","45229",39.145731,-84.488624,54,"Somewhat Walkable",0.247088266880712,540043,39.1457399183515,-84.489567689776,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
485,"MELBOURNE ST","45229",39.1384811,-84.4886232,42,"Car-Dependent",0.218705602389057,540040,39.1389899127367,-84.4895676897963,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
486,"GOSS RD","45229",39.1463817,-84.483888,45,"Car-Dependent",0.247676387317178,510043,39.1457367781154,-84.4827900525335,"Avondale",199345,"OH","Hamilton","Cincinnati","Avondale","199345"
487,"BURTON AVE","45229",39.1496315,-84.4832436,42,"Car-Dependent",0.0984714075230865,510045,39.1502367817529,-84.4827900525188,"North Avondale",274686,"OH","Hamilton","Cincinnati","North Avondale","274686"
534,"VILLA LN","45208",39.142836,-84.4492622,15,"Car-Dependent",0.275266042321919,360042,39.1434651875289,-84.44890187748,"Hyde Park",201414,"OH","Hamilton","Cincinnati","Hyde Park","201414"
611,"FARM RD"," ",39.1820783,-84.4491127,21,"Car-Dependent",0.10687770885338,360059,39.1817152124142,-84.4489018773272,"Pleasant Ridge",202946,"OH","Hamilton","Cincinnati","Pleasant Ridge","202946"
613,"TOWANDA TERRACE","45216",39.18605,-84.4814316,21,"Car-Dependent",0.120099815875958,500061,39.1862356764482,-84.4805308401233,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
614,"CHEYENNE DR","45216",39.1851113,-84.4821256,24,"Car-Dependent",0.0985043444743963,510060,39.183986808946,-84.4827900524088,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
615,"FRANKLIN AVE","45237",39.1749537,-84.480609,60,"Somewhat Walkable",0.0495860162500254,500056,39.1749856674962,-84.4805308401608,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
616,"CAROLINA AVE","45237",39.1753803,-84.4802798,66,"Somewhat Walkable",0.0495860162500254,500056,39.1749856674962,-84.4805308401608,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
617,"RYLAND AVE","45237",39.178489,-84.4791333,51,"Somewhat Walkable",0.166218303566545,490058,39.1794844932039,-84.4782716279425,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
618,"ROSSMORE AVE","45237",39.1790597,-84.4783545,46,"Car-Dependent",0.166218303566545,490058,39.1794844932039,-84.4782716279425,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
619,"FENMORE DR","45237",39.1798093,-84.4775409,46,"Car-Dependent",0.166218303566545,490058,39.1794844932039,-84.4782716279425,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
620,"TOWNE ST","45216",39.18354,-84.4793119,40,"Car-Dependent",0.100519525702628,490060,39.1839844967459,-84.4782716279271,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
621,"ELM PARK","45216",39.183735,-84.477665,41,"Car-Dependent",0.100519525702628,490060,39.1839844967459,-84.4782716279271,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
622,"REGENT AVE","45237",39.177177,-84.477063,66,"Somewhat Walkable",0.2066533168061,480057,39.1772332699515,-84.4760124158241,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
623,"CALIFORNIA AVE","45237",39.1763184,-84.4769198,63,"Somewhat Walkable",0.2066533168061,480057,39.1772332699515,-84.4760124158241,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
624,"LAIDLAW AVE","45237",39.1775256,-84.475895,63,"Somewhat Walkable",0.2066533168061,480057,39.1772332699515,-84.4760124158241,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
625,"JOSEPH ST","45237",39.1726621,-84.4741323,56,"Somewhat Walkable",0.0457665035374234,470055,39.1727320013814,-84.4737532037938,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
626,"YARMOUTH AVE","45237",39.1739416,-84.4729573,59,"Somewhat Walkable",0.0646593041481004,470056,39.1749820031144,-84.4737532037858,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
627,"ELIZABETH PL","45237",39.1779685,-84.4681469,13,"Car-Dependent",0.202806825917974,450057,39.1772293437648,-84.4692347799365,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
628,"ANITA PL","45237",39.1754305,-84.4692948,48,"Car-Dependent",0.0574927060506039,450056,39.1749793420754,-84.4692347799447,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
629,"ROSE PL","45237",39.1765588,-84.4691718,55,"Somewhat Walkable",0.202806825917974,450057,39.1772293437648,-84.4692347799365,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
630,"ANDINA AVE","45237",39.1750088,-84.4663839,58,"Somewhat Walkable",0.0523263297384364,440056,39.1749779461206,-84.4669755681551,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
631,"CARRAHEN AVE","45237",39.182142,-84.464263,49,"Car-Dependent",0.108738350420135,430059,39.1817265114706,-84.4647163564313,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
632,"NORTHCUTT AVE","45237",39.1737126,-84.4663839,59,"Somewhat Walkable",0.042053954839972,440055,39.1727279444532,-84.4669755681635,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
633,"BERKLEY AVE","45237",39.1722776,-84.4668759,56,"Somewhat Walkable",0.042053954839972,440055,39.1727279444532,-84.4669755681635,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
634,"NORTHAMPTON DR","45237",39.1812246,-84.4642109,50,"Somewhat Walkable",0.108738350420135,430059,39.1817265114706,-84.4647163564313,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
635,"PORTMAN AVE","45237",39.179578,-84.464579,49,"Car-Dependent",0.170789728709366,430058,39.1794765098284,-84.4647163564398,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
636,"GREENVIEW PL","45237",39.1799036,-84.4645389,49,"Car-Dependent",0.170789728709366,430058,39.1794765098284,-84.4647163564398,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
637,"DALE RD","45237",39.1771686,-84.4649489,55,"Somewhat Walkable",0.247674541244511,430057,39.1772265081856,-84.4647163564482,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
638,"LAWN AVE","45237",39.1701864,-84.4667734,50,"Somewhat Walkable",0.0812636243933234,440054,39.1704779427852,-84.4669755681718,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
639,"AVONLEA AVE","45237",39.1731789,-84.4655947,59,"Somewhat Walkable",0.0532588167972886,430055,39.1727265048981,-84.4647163564652,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
640,"GARDEN LN","45237",39.1753322,-84.4646619,54,"Somewhat Walkable",0.0564789975955565,430056,39.1749765065422,-84.4647163564567,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
641,"DALEWOOD PL","45237",39.1759722,-84.4636369,54,"Somewhat Walkable",0.0564789975955565,430056,39.1749765065422,-84.4647163564567,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
642,"YORKTOWN RD","45237",39.1843247,-84.4612588,48,"Car-Dependent",0.119097619626588,410060,39.1839735028899,-84.4601979333097,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
643,"LANGDON FARM","45237",39.1832989,-84.4618328,49,"Car-Dependent",0.120947772661601,420060,39.1839750298142,-84.4624571448179,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
644,"SUNWALK DR","45237",39.1846734,-84.4599949,60,"Somewhat Walkable",0.119097619626588,410060,39.1839735028899,-84.4601979333097,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
645,"E SEYMOUR","45237",39.188581,-84.462884,66,"Somewhat Walkable",0.124684150326561,420062,39.1884750330475,-84.4624571448008,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
646,"CATALINA AVE","45237",39.1708151,-84.4616688,42,"Car-Dependent",0.0746411648096913,420054,39.1704750200996,-84.4624571448694,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
647,"ROCKINGHAM ST","45237",39.1801946,-84.4595776,52,"Somewhat Walkable",0.159702216058056,410058,39.1794734997036,-84.4601979333271,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
648,"TRUITT AVE","45212",39.1779222,-84.4590651,56,"Somewhat Walkable",0.102348140515263,410057,39.1772234981095,-84.4601979333357,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
649,"PADDOCK RD","45229",39.1701328,-84.4774729,63,"Somewhat Walkable",0.0814062539273076,490054,39.1704844861118,-84.4782716279732,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
650,"PARA DR","45237",39.1745571,-84.4834702,47,"Car-Dependent",0.0627239899047669,510056,39.1749868017097,-84.4827900524381,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
651,"YARMOUTH PL","45237",39.1732971,-84.4695818,59,"Somewhat Walkable",0.0516067799125671,450055,39.1727293403854,-84.4692347799529,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
653,"CORINTH AVE","45237",39.176902,-84.479493,58,"Somewhat Walkable",0.21010571544918,500057,39.177235669288,-84.4805308401533,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
654,"GRAFTON AVE","45237",39.1773292,-84.4615048,52,"Somewhat Walkable",0.183041093648057,420057,39.1772250249597,-84.4624571448436,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
655,"LILLIAN DR","45237",39.1774378,-84.4629399,55,"Somewhat Walkable",0.183041093648057,420057,39.1772250249597,-84.4624571448436,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
656,"NEWFIELD AVE","45237",39.1774807,-84.4638419,47,"Car-Dependent",0.247674541244511,430057,39.1772265081856,-84.4647163564482,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
657,"LACONIA AVE","45237",39.1774274,-84.4610127,53,"Somewhat Walkable",0.102348140515263,410057,39.1772234981095,-84.4601979333357,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
658,"RHODE ISLAND","45212",39.169291,-84.459995,6,"Somewhat Walkable",0.121206206356027,410053,39.168223491727,-84.4601979333704,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
661,"HAVENWOOD CT","45237",39.183451,-84.4611973,41,"Car-Dependent",0.119097619626588,410060,39.1839735028899,-84.4601979333097,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
662,"MORNING DEW","45237",39.1827541,-84.4597416,55,"Somewhat Walkable",0.114820860492201,410059,39.181723501297,-84.4601979333184,"Bond Hill",199607,"OH","Hamilton","Cincinnati","Bond Hill","199607"
