ID,street,city,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc
70,SHANGRILA DR, CINCINNATI,OH,45230,39.0717687,-84.3532396,50,Car-Dependent,,,,
71,WHITE PINE, CINCINNATI,OH,45255,39.0678104,-84.3143256,41,Car-Dependent,,,,
72,STRATFORD HILL, CINCINNATI,OH,45230,39.0695846,-84.3567312,41,Car-Dependent,,,,
73,HOLZ AVE, CINCINNATI,OH,45230,39.071392,-84.386614,45,Car-Dependent,41,Somewhat Bikeable,,
74,WITT RD, CINCINNATI,OH,45255,39.0681998,-84.3352651,49,Car-Dependent,,,,
75,BAYTREE CT, CINCINNATI,OH,45230,39.0716675,-84.3824481,61,Somewhat Walkable,49,Somewhat Bikeable,,
76,BROOKE AVE, CINCINNATI,OH,45230,39.0716386,-84.3797826,38,Car-Dependent,,,,
77,BRUCE AVE, CINCINNATI,OH,45230,39.0715117,-84.3847147,33,Car-Dependent,,,,
78,JOETTA DR, CINCINNATI,OH,45230,39.0698973,-84.3640422,45,Car-Dependent,,,,
79,8 MILE, CINCINNATI,OH,45255,39.0691419,-84.3223366,56,Somewhat Walkable,,,,
80,HAWKSTONE DR, CINCINNATI,OH,45230,39.0729921,-84.3954531,14,Car-Dependent,,,,
81,MARKLEY RD, CINCINNATI,OH,45230,39.0703617,-84.3582955,5,Car-Dependent,,,,
82,ROSETREE LN, CINCINNATI,OH,45230,39.0701498,-84.3667528,36,Car-Dependent,,,,
83,STREAM RIDGE, CINCINNATI,OH,45255,39.0687481,-84.3428048,18,Car-Dependent,,,,
84,COVENTRY WOODS, CINCINNATI,OH,45230,39.0769442,-84.4101878,11,Car-Dependent,1,Somewhat Bikeable,,
85,ASBURY RD, CINCINNATI,OH,45255,39.0706682,-84.3420344,0,Car-Dependent,,,,
86,WILSHIRE AVE, CINCINNATI,OH,45230,39.0719135,-84.3730361,29,Car-Dependent,,,,
87,KINGSCOVE WAY, CINCINNATI,OH,45230,39.0708609,-84.3684572,33,Car-Dependent,,,,
88,IMMACULATE LN, CINCINNATI,OH,45255,39.0686671,-84.3402985,56,Somewhat Walkable,,,,
89,NORDYKE RD, CINCINNATI,OH,45255,39.0704902,-84.3156204,74,Very Walkable,42,Somewhat Bikeable,,
90,THORNWOOD CIR, CINCINNATI,OH,45230,39.073997,-84.388435,28,Car-Dependent,,,,
91,AYERSHIRE AVE, CINCINNATI,OH,45230,39.0732284,-84.3708596,42,Car-Dependent,39,Somewhat Bikeable,,
92,BONDICK CT, CINCINNATI,OH,45230,39.0752351,-84.3818646,51,Somewhat Walkable,,,,
93,SCHIRMER AVE, CINCINNATI,OH,45230,39.0754974,-84.3805606,51,Somewhat Walkable,,,,
94,NAGEL RD, CINCINNATI,OH,45255,39.0743129,-84.332511,32,Car-Dependent,,,,
95,COOLIDGE AVE, CINCINNATI,OH,45230,39.075813,-84.3773477,52,Somewhat Walkable,,,,
96,RAMBLINGHILLS DR, CINCINNATI,OH,45230,39.0745641,-84.3554681,37,Car-Dependent,,,,
97,WOLFANGEL RD, CINCINNATI,OH,45255,39.074502,-84.3451797,70,Very Walkable,,,,
98,MAYLAND DR, CINCINNATI,OH,45230,39.0765224,-84.3850283,23,Car-Dependent,35,Somewhat Bikeable,27,Some Transit
99,CROTTY CT, CINCINNATI,OH,45255,39.0751567,-84.3465978,66,Somewhat Walkable,,,,
100,VOLL RD, CINCINNATI,OH,45230,39.0759621,-84.3678206,31,Car-Dependent,,,,
101,COLLINSDALE AVE, CINCINNATI,OH,45230,39.0759463,-84.3540612,61,Somewhat Walkable,,,,
102,WASHINGTON CIR, CINCINNATI,OH,45255,39.0759055,-84.3440201,61,Somewhat Walkable,,,,
103,STANLEY RD, CINCINNATI,OH,45230,39.076675,-84.3632619,39,Car-Dependent,,,,
104,PLAZAVIEW CT, CINCINNATI,OH,45255,39.0769012,-84.3461326,63,Somewhat Walkable,,,,
105,GRAND OAKS, CINCINNATI,OH,45255,39.0778646,-84.3392302,17,Car-Dependent,,,,
106,DYER AVE, CINCINNATI,OH,45230,39.0781341,-84.3841146,38,Car-Dependent,39,Somewhat Bikeable,,
107,CASTLEBERRY CT, CINCINNATI,OH,45255,39.0769896,-84.3261699,25,Car-Dependent,,,,
108,APPLE FARM, CINCINNATI,OH,45230,39.0794184,-84.4097569,4,Car-Dependent,,,,
109,APPLE HILL, CINCINNATI,OH,45230,39.0805996,-84.4041226,6,Car-Dependent,,,,
110,MONTEGOR DR, CINCINNATI,OH,45230,39.0790963,-84.3579634,15,Car-Dependent,,,,
111,LARRY JOE, CINCINNATI,OH,45230,39.078951,-84.3667118,25,Car-Dependent,,,,
112,VERDALE DR, CINCINNATI,OH,45230,39.0799096,-84.3580045,15,Car-Dependent,,,,
113,BURR OAK, CINCINNATI,OH,45255,39.0785713,-84.342928,51,Somewhat Walkable,,,,
114,SIGMA CIR, CINCINNATI,OH,45255,39.0779061,-84.3245997,44,Car-Dependent,,,,
115,OLDBRIDGE RD, CINCINNATI,OH,45230,39.081245,-84.3629744,15,Car-Dependent,,,,
116,PADDISON TRAILS, CINCINNATI,OH,45230,39.081285,-84.3625431,15,Car-Dependent,,,,
117,COHASSET DR, CINCINNATI,OH,45255,39.079727,-84.3462456,58,Somewhat Walkable,,,,
118,HUNTCREST DR, CINCINNATI,OH,45255,39.0791095,-84.3398054,17,Car-Dependent,,,,
119,VANCROSS CT, CINCINNATI,OH,45230,39.0823666,-84.4056734,0,Car-Dependent,,,,
120,LAVAL DR, CINCINNATI,OH,45255,39.0787387,-84.3146544,25,Car-Dependent,,,,
121,SHARJOY CT, MT WASHINGTON,OH,45230,39.0833565,-84.4079204,4,Car-Dependent,21,Somewhat Bikeable,11,Minimal Transit
122,CITADEL PL, CINCINNATI,OH,45255,39.0789093,-84.3156714,25,Car-Dependent,,,,
123,SUMMITHILLS DR, CINCINNATI,OH,45255,39.0790155,-84.3176826,29,Car-Dependent,,,,
124,BLUEORCHARD DR, CINCINNATI,OH,45230,39.0809326,-84.3531574,26,Car-Dependent,,,,
125,BRAINTREE DR, CINCINNATI,OH,45255,39.0803667,-84.3473224,34,Car-Dependent,,,,
126,TURQUOISE DR, CINCINNATI,OH,45255,39.080224,-84.3244673,31,Car-Dependent,,,,
127,BEECHSHIRE DR, CINCINNATI,OH,45255,39.0794703,-84.3378965,14,Car-Dependent,,,,
128,MUSKEGON DR, CINCINNATI,OH,45255,39.0801539,-84.3120647,36,Car-Dependent,,,,
129,CLEMSON CIR, CINCINNATI,OH,45255,39.0806123,-84.3135651,25,Car-Dependent,,,,
130,MCCABE LN, CINCINNATI,OH,45255,39.0813415,-84.3431745,23,Car-Dependent,,,,
131,ROCKHURST LN, CINCINNATI,OH,45255,39.0809304,-84.318847,27,Car-Dependent,,,,
132,COLLINSPARK CT, CINCINNATI,OH,45230,39.082266,-84.356549,26,Car-Dependent,,,,
133,PINEBLUFF LN, CINCINNATI,OH,45255,39.080922,-84.3161753,56,Somewhat Walkable,,,,
134,EMERALD GLADE, CINCINNATI,OH,45255,39.0824073,-84.3464536,33,Car-Dependent,,,,
135,ROBINWAY DR, CINCINNATI,OH,45230,39.0842785,-84.3653154,11,Car-Dependent,,,,
136,GRANDLE CT, CINCINNATI,OH,45230,39.082664,-84.355373,28,Car-Dependent,,,,
137,EASTWIND CT, CINCINNATI,OH,45230,39.0829231,-84.3582509,21,Car-Dependent,,,,
138,TONOPAH DR, CINCINNATI,OH,45255,39.0825259,-84.3233431,39,Car-Dependent,,,,
139,HILLTREE DR, CINCINNATI,OH,45255,39.0821077,-84.3204226,29,Car-Dependent,,,,
140,FRIARTUCK LN, CINCINNATI,OH,45230,39.0838233,-84.3642887,12,Car-Dependent,,,,
141,STONEHOUSE LN, CINCINNATI,OH,45255,39.0825846,-84.3361896,23,Car-Dependent,,,,
142,FIRESIDE DR, CINCINNATI,OH,45255,39.084263,-84.324515,27,Car-Dependent,,,,
143,LOISDALE CT, CINCINNATI,OH,45255,39.0836356,-84.3127635,18,Car-Dependent,,,,
144,WOODPINE LN, CINCINNATI,OH,45255,39.0838731,-84.3418452,24,Car-Dependent,,,,
145,BERKSHIRE CLUB, CINCINNATI,OH,45230,39.0868014,-84.3722797,29,Car-Dependent,25,Somewhat Bikeable,,
146,LINDSEY LN, CINCINNATI,OH,45230,39.0870626,-84.3708025,19,Car-Dependent,19,Somewhat Bikeable,,
147,SANDCLIFF DR, CINCINNATI,OH,45255,39.0852736,-84.3339296,24,Car-Dependent,,,,
148,RUSTICWOOD LN, CINCINNATI,OH,45255,39.0853458,-84.3421063,17,Car-Dependent,,,,
149,LOISVIEW LN, CINCINNATI,OH,45255,39.0856001,-84.3149117,18,Car-Dependent,,,,
150,WANNINGER LN, CINCINNATI,OH,45255,39.0856578,-84.3284892,27,Car-Dependent,,,,
151,VELMA CT, CINCINNATI,OH,45255,39.0855535,-84.3179098,23,Car-Dependent,,,,
152,WINDHILL TERRACE, CINCINNATI,OH,45255,39.0875395,-84.3354911,14,Car-Dependent,,,,
153,WITTMEYER DR, CINCINNATI,OH,45230,39.0857295,-84.3567312,26,Car-Dependent,,,,
154,GAINSBOROUGH LN, CINCINNATI,OH,45230,39.0863063,-84.3636315,13,Car-Dependent,,,,
155,STUTLY CT, CINCINNATI,OH,45230,39.0870943,-84.3606332,16,Car-Dependent,,,,
156,ANDERSON COVE, CINCINNATI,OH,45244,39.0877537,-84.3152915,18,Car-Dependent,,,,
157,KNIGHTSBRIDGE DR, CINCINNATI,OH,45244,39.0893375,-84.3166467,18,Car-Dependent,,,,
158,BERRYPATCH DR, CINCINNATI,OH,45244,39.0891702,-84.3272945,26,Car-Dependent,,,,
160,KELLOGG AVE, CINCINNATI,OH,45230,39.0553079,-84.407772,9,Car-Dependent,,,,
161,ENDOVALLEY DR, CINCINNATI,OH,45244,39.0897657,-84.3253819,24,Car-Dependent,,,,
162,EVANOR LN, CINCINNATI,OH,45244,39.0911019,-84.333683,24,Car-Dependent,,,,
163,HUNTERS POINT, CINCINNATI,OH,45244,39.0903054,-84.3356554,7,Car-Dependent,,,,
165,HARCOURT ESTATES, CINCINNATI,OH,45244,39.094403,-84.313052,4,Car-Dependent,,,,
166,FLAXEN CT, CINCINNATI,OH,45244,39.0928295,-84.3542665,3,Car-Dependent,,,,
167,BRUNS LN, CINCINNATI,OH,45244,39.0923377,-84.3399287,74,Very Walkable,42,Somewhat Bikeable,,
168,CANDLEMAKER DR, CINCINNATI,OH,45244,39.0951443,-84.3551702,5,Car-Dependent,,,,
169,BRETTON DR, CINCINNATI,OH,45244,39.093753,-84.350196,4,Car-Dependent,,,,
170,REGIS CT, CINCINNATI,OH,45244,39.0951199,-84.3421063,4,Car-Dependent,,,,
171,POINTE PL, CINCINNATI,OH,45244,39.0958088,-84.3379154,3,Car-Dependent,,,,
172,DONNINGTON LN, CINCINNATI,OH,45244,39.0944853,-84.3520278,1,Car-Dependent,,,,
173,MORNING WATCH, CINCINNATI,OH,45244,39.0966576,-84.329923,2,Car-Dependent,,,,
174,BERRYWOOD DR, CINCINNATI,OH,45244,39.0960485,-84.3445303,3,Car-Dependent,,,,
175,SHIMMERING BAY, CINCINNATI,OH,45244,39.0966089,-84.3256447,8,Car-Dependent,,,,
176,CLYDE'S CROSSING, CINCINNATI,OH,45244,39.0975924,-84.3324708,6,Car-Dependent,,,,
177,ESTATE RIDGE, CINCINNATI,OH,45244,39.0986945,-84.3238612,4,Car-Dependent,,,,
178,TURNBERRY DR, CINCINNATI,OH,45244,39.0986314,-84.3492959,4,Car-Dependent,,,,
179,ASHTON CT, CINCINNATI,OH,45244,39.09706,-84.336412,3,Car-Dependent,,,,
180,LITTLE DRY, CINCINNATI,OH,45244,39.0991424,-84.3447768,5,Car-Dependent,,,,
181,ANDERSON MANOR, CINCINNATI,OH,45244,39.0996129,-84.3469543,4,Car-Dependent,,,,
182,ROYALVIEW CT, CINCINNATI,OH,45244,39.1000665,-84.3653788,9,Car-Dependent,,,,
183,CONCORDGREEN DR, CINCINNATI,OH,45244,39.1006646,-84.3519251,75,Very Walkable,50,Somewhat Bikeable,,
184,FAIRGROVE CT, CINCINNATI,OH,45244,39.0987184,-84.3301901,2,Car-Dependent,,,,
185,PONDRUN AVE, CINCINNATI,OH,45244,39.1006641,-84.3586206,6,Car-Dependent,,,,
186,VERAVIEW CT, CINCINNATI,OH,45244,39.0997543,-84.3350288,87,Very Walkable,46,Somewhat Bikeable,52,Good Transit
187,MONTCHATEAU DR, CINCINNATI,OH,45244,39.1019784,-84.3411247,3,Car-Dependent,,,,
188,SUNNY ACRES, CINCINNATI,OH,45255,39.0448143,-84.3580456,0,Car-Dependent,,,,
189,LAKEWOOD POINTE, CINCINNATI,OH,45244,39.1032012,-84.3098825,17,Car-Dependent,,,,
190,CALEDON LN, CINCINNATI,OH,45244,39.1077955,-84.3727897,13,Car-Dependent,,,,
191,SADDLEBACK DR, CINCINNATI,OH,45244,39.1080406,-84.3742988,3,Car-Dependent,,,,
192,LAWYERS POINT, CINCINNATI,OH,45244,39.1053352,-84.3504051,2,Car-Dependent,,,,
193,TURPIN KNOLL, CINCINNATI,OH,45244,39.1083276,-84.3802511,3,Car-Dependent,,,,
194,TURNKEY CT, CINCINNATI,OH,45244,39.1063316,-84.3509563,1,Car-Dependent,,,,
195,HIGH POINTE, CINCINNATI,OH,45244,39.1055148,-84.3086322,16,Car-Dependent,,,,
196,DEERHAVEN DR, CINCINNATI,OH,45244,39.1067445,-84.3384906,3,Car-Dependent,,,,
197,PATTERSON FARMS, CINCINNATI,OH,45244,39.1118045,-84.3884486,6,Car-Dependent,,,,
198,TURPIN LAKE, CINCINNATI,OH,45244,39.1140084,-84.3906626,6,Car-Dependent,,,,
199,PERTHWOOD DR, CINCINNATI,OH,45244,39.1110791,-84.3601814,5,Car-Dependent,,,,
200,COURTROPES LN, CINCINNATI,OH,45244,39.1133072,-84.3857852,4,Car-Dependent,,,,
201,SARNIA CT, CINCINNATI,OH,45244,39.1132386,-84.3595653,3,Car-Dependent,,,,
202,TREEKNOLL CT, CINCINNATI,OH,45244,39.1150035,-84.3609867,3,Car-Dependent,,,,
203,WILLIAMS CREEK, CINCINNATI,OH,45244,39.112133,-84.338655,1,Car-Dependent,,,,
204,KILLINGTON LN, CINCINNATI,OH,45244,39.1147302,-84.3267792,5,Car-Dependent,,,,
205,3RD AVE, CINCINNATI,OH,45202,39.1392263,-84.367424,21,Car-Dependent,,,,
206,BISHOPSBRIDGE DR, CINCINNATI,OH,45255,39.0463311,-84.3680568,74,Very Walkable,42,Somewhat Bikeable,,
207,MT CARMEL, CINCINNATI,OH,45244,39.113973,-84.30799,35,Car-Dependent,,,,
208,DRY RUN, CINCINNATI,OH,45244,39.1197749,-84.3367443,1,Car-Dependent,,,,
209,HICKORY CREEK, CINCINNATI,OH,45244,39.1206987,-84.3225974,2,Car-Dependent,,,,
210,SUMMER VIEW, CINCINNATI,OH,45255,39.0487896,-84.3550676,0,Car-Dependent,,,,
211,LINCOLN TERRACE, CINCINNATI,OH,45244,39.137723,-84.368944,2,Car-Dependent,,,,
212,SUMTER PKWY, CINCINNATI,OH,45244,39.138478,-84.368354,2,Car-Dependent,,,,
213,HARRISON AVE, CINCINNATI,OH,45211,39.137807,-84.370485,49,Car-Dependent,48,Somewhat Bikeable,,
214,WATCH POINT, FORT THOMAS,OH,41075,39.058428,-84.385639,0,Car-Dependent,,,,
215,ROUND BOTTOM, CINCINNATI,OH,45244,39.149026,-84.303532,3,Car-Dependent,,,,
216,COTTAGE CT, CINCINNATI,OH,45230,39.0793027,-84.3807796,52,Somewhat Walkable,39,Somewhat Bikeable,,
217,SIGNAL HILL, CINCINNATI,OH,45244,39.1089004,-84.3990186,28,Car-Dependent,,,,
218,BATAVIA RD, CINCINNATI,OH,45244,39.1116031,-84.3981876,44,Car-Dependent,,,,
219,CLOUGH PIKE, CINCINNATI,OH,45244,39.1124694,-84.3932364,19,Car-Dependent,,,,
220,ROLLINGROCK LN, CINCINNATI,OH,45255,39.0555928,-84.3543487,0,Car-Dependent,,,,
221,WHISPER LN, CINCINNATI,OH,45230,39.0837915,-84.4049346,3,Car-Dependent,21,Somewhat Bikeable,,
222,BROOKSTONE DR, CINCINNATI,OH,45230,39.0758165,-84.4061248,5,Car-Dependent,1,Somewhat Bikeable,,
223,SHADY HOLLOW, CINCINNATI,OH,45230,39.0844537,-84.4024618,2,Car-Dependent,,,,
224,SALEM RD, CINCINNATI,OH,45230,39.0785972,-84.4027799,74,Very Walkable,42,Somewhat Bikeable,,
225,CHESTNUT RIDGE, CINCINNATI,OH,45230,39.0721874,-84.4027799,3,Car-Dependent,,,,
226,LENGWOOD DR, CINCINNATI,OH,45244,39.112911,-84.3871548,6,Car-Dependent,,,,
227,FORESTWAY LN, CINCINNATI,OH,45230,39.081009,-84.397076,9,Car-Dependent,,,,
228,TURPIN HILLS, CINCINNATI,OH,45244,39.1087243,-84.3821502,6,Car-Dependent,,,,
229,CRITTENDEN DR, CINCINNATI,OH,45244,39.110894,-84.385773,4,Car-Dependent,,,,
230,ROPES DR, CINCINNATI,OH,45244,39.1131545,-84.3838761,3,Car-Dependent,,,,
231,SEBRIGHT LN, CINCINNATI,OH,45230,39.0727999,-84.3965203,14,Car-Dependent,,,,
232,SQUIREHILL CT, CINCINNATI,OH,45230,39.0651281,-84.3958123,11,Car-Dependent,,,,
233,BENNETTWOODS CT, CINCINNATI,OH,45230,39.0591576,-84.367528,2,Car-Dependent,,,,
234,ORCHARD DR, CINCINNATI,OH,45230,39.079452,-84.392901,16,Car-Dependent,28,Somewhat Bikeable,,
235,STIRRUP RD, CINCINNATI,OH,45244,39.1090559,-84.3773705,6,Car-Dependent,,,,
236,LUWISTA LN, CINCINNATI,OH,45230,39.078573,-84.391862,21,Car-Dependent,,,,
237,WATCHVIEW CT, CINCINNATI,OH,45230,39.0658855,-84.3927848,8,Car-Dependent,,,,
238,SONNY DR, CINCINNATI,OH,45230,39.0628051,-84.3922204,5,Car-Dependent,,,,
239,LILBUR LN, CINCINNATI,OH,45230,39.0632522,-84.3890696,2,Car-Dependent,,,,
240,TWIG LN, CINCINNATI,OH,45230,39.0737378,-84.3873817,36,Car-Dependent,,,,
241,AUTUMNLEAF LN, CINCINNATI,OH,45230,39.0732368,-84.3870374,28,Car-Dependent,,,,
242,MERCERS POINTE, CINCINNATI,OH,45244,39.104169,-84.372252,19,Car-Dependent,,,,
243,DUNWOODIE DR, CINCINNATI,OH,45230,39.0571528,-84.3707185,2,Car-Dependent,,,,
244,BIRCHDALE CT, CINCINNATI,OH,45230,39.069061,-84.384341,21,Car-Dependent,,,,
245,GLENGARIFF DR, CINCINNATI,OH,45230,39.06966,-84.3826855,9,Car-Dependent,,,,
246,EVELYN DR, CINCINNATI,OH,45230,39.0737906,-84.3814973,48,Car-Dependent,,,,
247,SHERMAN AVE, CINCINNATI,OH,45230,39.0784091,-84.3807146,52,Somewhat Walkable,39,Somewhat Bikeable,,
248,BEECHWOOD TERRACE, CINCINNATI,OH,45230,39.0769744,-84.3812484,44,Car-Dependent,,,,
249,KENTUCKY VIEW, CINCINNATI,OH,45230,39.0525399,-84.4021847,2,Car-Dependent,,,,
250,WYNDWATCH DR, CINCINNATI,OH,45230,39.060316,-84.4022873,0,Car-Dependent,,,,
251,HITCHINGPOST LN, CINCINNATI,OH,45230,39.0692566,-84.3789722,14,Car-Dependent,,,,
252,GRANT AVE, CINCINNATI,OH,45230,39.075606,-84.376989,41,Car-Dependent,33,Somewhat Bikeable,,
253,TREERIDGE DR, CINCINNATI,OH,45244,39.1131022,-84.3659725,11,Car-Dependent,,,,
254,FARMBROOK DR, CINCINNATI,OH,45230,39.0651212,-84.3752124,3,Car-Dependent,,,,
255,FIVE MILE, CINCINNATI,OH,45230,39.054695,-84.383929,1,Car-Dependent,,,,
256,BALBRIGGAN CT, CINCINNATI,OH,45255,39.0557017,-84.3306422,0,Car-Dependent,,,,
257,SUNRAY AVE, CINCINNATI,OH,45230,39.0717014,-84.3724684,26,Car-Dependent,,,,
258,WETHERIDGE DR, CINCINNATI,OH,45230,39.0684827,-84.371722,19,Car-Dependent,,,,
259,HIGH MEADOWS, CINCINNATI,OH,45230,39.0696891,-84.371077,25,Car-Dependent,,,,
260,MADDUX DR, CINCINNATI,OH,45230,39.0913529,-84.3681902,23,Car-Dependent,,,,
261,BEECHMONT AVE, CINCINNATI,OH,45230,39.0795391,-84.3700618,74,Very Walkable,42,Somewhat Bikeable,,
262,STONINGTON RD, CINCINNATI,OH,45230,39.06704,-84.3720916,13,Car-Dependent,,,,
